,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16
CHST12,-0.08816719,0.40699244,-0.0007390976,0.49586892,-0.151515,-0.3478408,0.36527514,0.24667978,0.17678142,-0.2240777,0.11495948,0.013720989,-0.19019842,0.21994114,0.8839667,0.34822226
CHST13,-0.09305179,-0.07441044,0.06865263,-0.45796633,0.05289316,0.2986431,-0.23953319,-0.0014185905,0.090518594,0.61337054,-0.19925237,-0.49664974,0.12045205,-0.31838417,0.012347102,-0.21576881
CHST14,-0.19557625,0.52241236,-0.031219423,-0.043173134,-0.15829802,-0.28060824,0.158979,0.31506568,-0.19700378,0.5198449,0.06686598,-0.25753677,-0.17758906,0.050276518,0.9880051,0.059457123
CHST15,0.22092015,0.24451911,-0.02207011,-0.34422874,-0.14839023,0.48677325,0.12012571,-0.36550015,-0.32467246,-0.099006295,0.037296116,-0.037141144,0.026804209,0.22136271,-0.057561696,-1.1046201
CHST2,0.09829402,0.45868158,-0.25753975,0.5529046,-0.2319634,-0.46548247,0.2592206,0.34018755,-0.10378957,-0.25368333,0.1957953,0.049072504,-0.22165179,0.06698966,0.65365434,0.15019774
CHST7,0.3150195,0.908646,-0.021074712,0.5443692,-0.21360368,0.034193695,0.26034415,0.09627789,0.31967163,-0.19182414,0.10282248,-0.03104806,-0.08837581,0.3301397,0.8825332,0.15500188
CHSY1,0.031597912,0.364317,-0.22221655,-0.03850311,-0.24589449,-0.006391108,-0.45279264,-0.37122965,-0.11944473,-0.1659289,0.43291897,-0.036861002,0.021265447,0.095029175,0.5834341,-1.055187
CHTF18,0.10691881,0.3482461,-0.0063598156,0.58090687,0.02631545,-0.047171116,0.32780766,0.3613174,0.09586811,-0.19404292,-0.05340576,0.07355809,-0.24664998,0.25747418,0.6984234,0.29827952
CHTF8,-0.22350252,0.41961074,-0.08453727,-0.21176338,-0.06828457,0.026479363,0.065128505,0.163576,0.09736717,0.40602684,-0.044059753,-0.5130783,-0.02311021,-0.05119443,0.14349222,-0.2550006
CHTOP,-0.26472062,0.09432882,0.06419122,0.14548749,-0.046354532,0.11451393,-0.015968084,0.14704764,0.016520917,-0.06453246,-0.035376847,-0.42960793,0.07126182,0.14783889,1.011923,-0.36014467
CHUK,-0.031187385,-0.2879694,-0.039057434,-0.2345629,0.17491728,0.21131411,-0.29257983,-0.3187433,-0.093728304,-0.07062107,0.010815263,-0.098997355,0.38326532,0.12573302,0.7540688,-0.8610591
CHURC1,-0.1514107,-0.4276365,0.066274405,-0.16946197,0.15389323,0.26900768,-0.37176013,0.049817562,-0.35349727,0.3204167,-0.10360479,-0.45531094,0.15524626,0.19705892,0.34042,-0.04463494
CIAO1,-0.25337934,0.5679369,0.08956194,0.28548837,-0.19007176,-0.1321286,-0.017994642,0.33445656,-0.042247772,0.2313748,-0.04145056,-0.44527352,-0.04848838,0.18329024,1.1642873,-0.120949745
CIAPIN1,-0.2273053,0.2974376,0.010715425,-0.049379468,-0.10636151,-0.29693097,-0.13901442,0.25636554,-0.271751,0.5958408,0.022494793,-0.05645454,-0.24585277,-0.009709597,0.91202706,0.2097562
CIB1,0.34790486,0.7249281,-0.06352365,0.5047187,0.0034675002,-0.20636916,-0.0063046813,0.17821044,-0.082185864,0.071398914,-0.021329522,0.18130988,-0.5077183,0.23096949,0.61766654,0.1987651
CIB2,-0.123387575,0.44299364,0.080278516,0.4996717,-0.15019476,-0.40409267,-0.044602156,0.47562122,-0.21069944,-0.051638484,0.2541989,0.11769235,-0.5505949,0.11206269,0.7325113,0.24467409
CIC,-0.25006533,0.9988576,-0.116775185,0.06844327,-0.14023408,0.13995916,0.12455732,0.1941882,-0.29230118,0.2792269,0.01206398,0.113070756,-0.29647052,-0.17622337,0.006917119,-0.94986707
CIITA,0.020191073,0.6990075,-0.23935735,0.44386685,-0.21879077,-0.02142787,0.22768378,0.2772212,0.26414394,0.009664893,0.29537976,-0.5277574,-0.22893846,0.18865466,0.9941399,0.1190573
CINP,0.5416244,0.021779537,0.2441138,-0.6225616,-0.062820315,0.16883612,-0.40445924,0.27077198,-0.44761598,0.59336424,-0.21225214,0.12968183,-0.034186244,-0.21254122,-0.3071308,0.1313746
CIP2A,0.22274256,-0.28263032,0.06492138,0.05531907,0.055179,-0.1746118,-0.12255907,0.039201975,0.3669098,-0.113976,-0.0063732266,0.44163465,0.29191822,-0.03954321,1.0517136,0.19740462
CIPC,-0.29091537,0.13525635,-0.2160281,-0.36189258,0.48431456,0.28015226,0.053747,-0.6203726,-0.2983451,0.11882782,0.22017658,-0.18989593,-0.10778606,0.24615973,0.9126842,-0.8358538
CIR1,0.26746988,0.45824647,0.26823282,-0.2044797,-0.17923713,0.814721,0.048166513,-0.10896623,-0.2938509,-0.114285946,-0.06292164,-0.5711287,-0.22249222,0.25763214,-0.040203333,-0.2283305
CIRBP,-0.16086698,0.5436063,-0.07776618,0.5382776,0.22206306,0.10609627,-0.12073219,0.22121072,-0.15319586,0.30618012,-0.21363497,-0.30358732,-0.6474674,0.12540817,0.44668913,-0.48116148
CISD1,0.29999912,-0.46202242,0.4191488,-0.328362,-0.52304864,0.01527667,0.20344853,0.29993057,-0.15203655,0.13517737,0.06714463,-0.13406575,0.45024753,-0.08801222,0.8311659,0.68638325
CISD2,-0.008878112,-0.7853523,-0.12053102,-0.32084286,0.17437935,-0.12473464,0.14748126,-0.4033029,0.070762634,0.3617689,0.06594956,0.141716,0.30959547,0.017395616,0.13266653,0.8036673
CISD3,0.012372434,0.33772886,0.15183091,0.1688689,-0.37723184,-0.18219501,0.28796494,0.41933954,-0.1402542,0.5434692,-0.02631396,-0.18228292,-0.33023804,0.17041564,0.5052686,0.7121742
CISH,-0.2690643,0.45048594,-0.11563897,0.20312667,-0.50732195,-0.21690428,0.09185672,0.1705885,0.26397407,0.5240679,0.10717809,0.051233172,-0.05234182,-0.33743083,0.29301643,0.02335906
CITED2,0.15737712,-0.024321675,0.083467364,-0.012615323,0.22859275,-0.07806718,-0.11321306,-0.005584955,0.04155636,-0.1224637,0.032636523,0.52395165,0.18647611,-0.09767413,0.897035,-0.07584095
CITED4,0.6860465,-0.07674247,-0.13659596,-0.43988526,0.61028004,-0.14327317,-0.4358858,0.35952777,0.33715665,0.13336912,-0.16623884,0.08580834,-0.11950433,-0.3302127,-0.12447685,0.17763972
CIZ1,-0.16897917,0.23899674,-0.12323856,0.28662682,-0.020337105,-0.47485232,0.30485988,0.20720959,0.17491579,-0.021982193,0.13275743,0.31858683,-0.25115013,0.07278323,0.49984455,0.57367086
CKAP2,0.12152642,-0.040596724,-0.14183968,0.05324036,0.07619709,-0.07624477,-0.08497685,-0.1794681,0.27029365,-0.17716885,0.16327053,0.12962669,0.22556633,-0.05635023,1.0938213,0.17902404
CKAP4,0.078611076,-0.22980869,-0.079226494,-0.5434513,0.08869618,-0.059062243,-0.55045784,0.22760928,-0.1452595,0.09834021,-0.23147464,0.17972887,0.3626287,-0.37927628,-0.17067194,-0.57319105
CKAP5,-0.17008185,0.31807572,0.052696466,0.14580488,-0.20929873,-0.15676469,0.35113096,0.1712054,0.17993897,-0.050219893,0.22968948,0.35604388,-0.18012673,0.06250292,1.0178909,0.26689768
CKB,-0.2979651,0.62655056,-0.0813216,0.34859172,0.022996962,-0.10102391,0.21049678,-0.21364987,0.076662004,-0.18024445,0.38998267,0.25916538,-0.30477792,-0.26539564,0.51301116,0.24056873
CKLF,0.30761957,-0.57306886,0.062459707,-0.5039036,0.020545721,0.24360418,-0.39539933,0.01795888,-0.28662682,0.23926497,-0.21376014,-0.29702187,0.4660368,-0.14381409,-0.32852292,-0.20144582
CKMT2-AS1,-0.16286373,0.20533502,-0.050729513,0.0029414892,-0.0059723854,-0.2521932,0.20838976,0.15894175,0.1838237,0.18560886,0.13389587,-0.1940906,-0.09814799,0.26610494,1.2159258,-0.06426573
CKS1B,0.432387,-0.20140857,0.03078729,0.2155006,0.104014575,-0.21128654,-0.1458332,0.13073087,0.2569303,-0.14629066,0.026798248,0.2345264,-0.053420663,0.059729815,0.81713796,0.72436035
CKS2,0.5063534,-0.45152903,-0.018668175,0.3763795,0.055992603,0.10420382,-0.06825924,-0.12987256,0.11384189,-0.20961761,0.059384108,0.17355084,0.07023513,0.21392405,0.400123,0.5151808
CLASP1,-0.15417933,-0.09203851,0.040966272,-0.45339763,0.23952425,0.31169355,0.051417947,-0.21236837,-0.30266643,-0.06634891,-0.0739038,0.3261149,0.4984051,-0.20348728,0.7232398,-0.8410424
CLASP2,-0.10020882,0.1094833,-0.1335159,0.14742762,0.0035598874,-0.12606978,-0.082696974,-0.08496791,-0.06159097,0.018538535,0.13505071,-0.08868575,0.21823347,0.18171072,1.4230416,-0.20377785
CLASRP,0.29017925,0.5532384,-0.044596195,0.459373,-0.009804964,0.18929243,0.26399493,0.500381,-0.25076866,-0.14727712,-0.16630888,0.12266636,-0.18700361,0.017535686,0.29507875,-0.39120913
CLCC1,-0.12467578,0.2726473,0.09202734,0.44546872,0.0130698085,-0.023945421,0.05789399,0.124529004,0.14915615,-0.113307685,0.1373671,-0.005913526,-0.07980615,0.19587427,1.3391801,0.23628697
CLCF1,0.08016825,0.7487774,-0.090646744,0.6409466,-0.015199184,-0.39670467,-0.079756975,0.30175447,0.12935996,-0.12526512,0.09774566,0.06747842,-0.32189488,0.22923946,0.8968055,-0.062274933
CLCN3,-0.31019747,-0.40385127,-0.15629828,-0.2544403,0.09196997,-0.13769567,0.07966757,-0.3255546,0.27355254,0.24548471,0.15339851,-0.14430285,0.30763745,-0.119790435,1.0099262,0.17310977
CLCN4,-0.0948444,0.01526922,-0.18129349,-0.11957586,0.19628406,0.25058985,0.18491745,-0.10484755,0.19592345,-0.19420236,0.28793514,-0.6729871,-0.097851455,0.1995802,0.65886676,-0.14341474
CLCN5,0.10083914,0.35690665,-0.004208088,-0.14776587,-0.27779937,0.35858154,0.061929226,-0.16920567,-0.029814243,0.44019818,0.10139942,-0.101941824,0.341177,-0.043141842,0.85047483,0.16683936
CLCN6,0.04953891,0.57231486,-0.232175,0.30877143,0.023296475,0.07507205,0.291574,0.00022053719,0.05067885,0.051248074,0.15271753,-0.09260774,-0.0041753054,0.09377897,1.1447251,-0.0054463744
CLCN7,0.13269186,0.7401109,-0.13514757,0.14048219,-0.02670288,0.15877485,0.413239,0.26592016,-0.075131655,0.09702444,0.10834932,-0.15146136,-0.18934608,0.0005364418,0.7383585,-0.025480986
CLDN15,-0.19168407,0.3165543,0.12142807,0.10884106,0.22659153,0.12431294,0.74332654,0.5425483,-0.046935678,-0.03915876,-0.18462688,-0.42006075,0.1662299,0.05981475,0.8864179,0.33376962
CLDN5,-0.23917109,-0.09137839,-0.4219234,-0.3434837,0.0069603324,-0.21523386,0.13867319,-0.259237,-0.1684621,0.12649,0.39230734,-0.2225563,-0.12990087,-0.19958466,-0.2774641,-0.16617924
CLDN7,0.009784102,0.12987852,-0.08185804,0.0659734,-0.063833594,0.2608359,0.3749013,-0.06916821,-0.23168921,0.26880205,0.4068315,-0.22116601,-0.03849566,0.007009506,0.95870197,0.31088293
CLDND1,0.079619884,0.04733354,0.08285344,0.55843145,0.015203655,-0.15528798,-0.105798244,0.23974031,-0.18906295,-0.2948016,0.06302595,0.0077545643,-0.06703138,0.3552854,1.076825,0.2327174
CLDND2,-0.482589,0.35985708,0.056123734,0.5372703,-0.30537844,-0.20428896,0.66134334,0.6230116,0.16455054,-0.10210872,-0.10609031,-0.21331906,-0.1200676,0.35184622,0.7404387,0.4845202
CLEC10A,0.36355853,0.3913343,0.02182126,0.30053854,-0.4641831,0.023692846,0.009846687,-0.052061677,-0.17598867,0.58724284,0.3309071,0.15194118,-0.29934347,0.342232,0.737527,0.36566257
CLEC11A,0.6415367,0.06429255,0.008708239,0.26812255,0.1023829,-0.12557507,-0.111699104,0.3884852,0.43536425,-0.07984936,-0.15589297,0.44026375,-0.07342994,0.03746748,0.64018667,0.32702386
CLEC12A,0.19188151,-0.48158392,0.05113706,-0.35995767,0.057736784,0.20159408,-0.24731383,-0.061368942,0.29437467,0.09736121,0.008112937,-0.5191021,0.25724843,-0.014276803,0.11782274,-0.013059378
CLEC16A,0.06600022,0.75730383,0.055894256,0.3699839,-0.061401725,-0.09062886,0.3113866,0.5380511,0.37898123,-0.31598806,0.015440583,0.016337633,-0.20425618,0.10342598,0.7338643,0.17482638
CLEC17A,0.020428002,0.5259603,-0.31521618,0.5670339,0.06963611,-0.07248223,0.033548474,0.39454997,0.00936687,-0.44322014,0.2718106,-0.89476407,-0.47847033,-0.13538748,0.7431716,0.054448843
CLEC1B,-0.03925562,-0.55321157,-0.16322434,-0.62509775,-0.08955598,-0.09739101,-0.24082959,0.0018388033,0.13404489,0.22843778,0.17505288,-0.5560994,0.33103824,-0.10083318,-0.28771758,-0.1952529
CLEC2B,0.19670129,-0.25937855,0.3136307,0.25681555,-0.25482178,0.29228628,0.005045533,-0.08344948,-0.43238997,-0.27564466,-0.024986267,0.06849766,0.28325617,0.18011332,0.5225003,0.029438734
CLEC2D,-0.081285834,0.12452304,-0.07353127,0.49373806,-0.0028669834,-0.34206212,0.07339418,0.40655583,-0.05607158,-0.29575527,0.012183189,-0.3309086,0.010859966,0.37701726,1.0784268,0.012439489
CLEC4A,0.22328943,-0.13206899,0.10526031,-0.17002672,-0.24931282,0.35767257,-0.17148852,-0.094003975,0.07276386,0.23153722,-0.06944686,-0.6196499,0.0890553,0.28992146,0.0036790967,0.025841594
CLEC4C,0.29964447,0.38223565,-0.15748143,-0.23056418,0.06495714,0.25380552,0.05401373,0.09718835,0.116969645,-0.022478402,-0.04775077,-0.27944595,-0.047543645,0.12311041,0.04849583,-0.30511022
CLEC4D,0.048026443,-0.7288307,0.010296702,-0.61400235,0.07421374,0.065502524,-0.68125427,-0.05917847,-0.31724274,0.22296011,-0.18361509,0.0546515,0.6238669,-0.21645427,-0.1747787,-0.64429045
CLEC4E,0.060275197,-0.50949454,0.15900135,-0.7614106,0.24996102,0.31243265,-0.12905002,-0.0644058,-0.32067597,0.09981692,-0.12463629,-0.069484115,0.39654672,-0.15525818,-0.28279722,-0.3496021
CLEC4F,0.1662612,0.55725574,-0.029665232,0.29099584,-0.29133558,0.08779764,0.26054382,0.040745735,0.13851523,0.29517412,0.04607439,-0.23985505,-0.26991963,0.41743517,0.913316,0.031602383
CLEC4G,0.7352039,-0.1328975,-0.11610538,-0.42676032,-0.13352036,-0.04723072,-0.075148046,0.15436858,-0.0058993697,0.28498918,0.047516823,-0.054477155,0.42076707,-0.012014806,0.2268359,0.53890944
CLEC5A,0.41744858,-0.002719462,-0.02270937,-0.01629442,-0.059710443,-0.52488595,-0.6844163,0.40298998,0.06715804,-0.18841624,-0.00015646219,0.6813571,0.24553835,-0.32227188,-0.054490566,-0.38576275
CLEC7A,0.16887784,0.28974712,-0.050076842,-0.22976696,-0.014534593,0.6315768,-0.034749508,-0.37317574,-0.010493398,0.16097128,0.117614865,-0.41136444,0.18930733,0.14576614,0.3695041,-0.643456
CLEC9A,0.22452474,0.013941526,0.06611943,0.098377466,-0.11638999,0.024944544,-0.25079846,0.30300617,0.115180016,-0.04002452,0.033169985,-0.2545178,-0.1541853,0.38514733,0.20668507,0.060635805
CLHC1,-0.17611682,-0.28029978,0.028827786,-0.1119256,0.15847087,0.037506223,0.090524554,-0.1598239,-0.20683408,0.16669929,0.08033514,-0.3537655,0.49369335,0.03784001,1.380825,-0.08417964
CLIC1,0.3405109,-0.29900372,0.10392666,-0.3843233,-0.10689795,0.16785413,-0.39487332,0.10000765,-0.37258863,0.43861568,-0.2663195,-0.37102103,0.14761984,-0.080536306,-0.56007653,-0.21739602
CLIC2,0.26873797,-0.5387455,-0.14768392,-0.27248412,0.15158355,-0.169079,0.014637411,-0.3740251,0.094635785,0.27213693,0.094391406,0.5601853,0.3252685,-0.08250475,0.52962303,0.5739629
CLIC3,0.007545948,0.21436214,0.067162514,0.4928708,-0.27421713,-0.3072858,0.49667358,0.29439926,-0.13129711,-0.05069971,0.09045601,0.0880003,-0.36872625,0.42344332,0.5949855,0.36777258
CLIC4,0.099259615,-0.11964738,-0.17274022,-0.42265654,-0.11872351,0.094372034,-0.3452748,-0.45962334,-0.051796436,0.29065013,0.39035082,0.1277864,0.4718125,-0.094246864,0.9001136,-0.06290972
CLIC5,-0.25431663,0.14927834,0.15753806,0.48884004,-0.070764124,-0.25600344,0.0380978,0.059741735,-0.018367171,-0.21959543,0.28076172,0.22494495,-0.12909919,0.06915927,1.1631832,0.35851747
CLINT1,-0.030852854,-0.07330775,-0.12218654,0.124533474,0.03412068,-0.2360776,-0.5097911,-0.0071153045,0.26079267,-0.15939921,0.105804205,0.18672347,0.20017326,-0.05439073,1.1159927,-0.5232796
CLIP1,-0.096835196,0.060729682,-0.098218024,-0.4077837,-0.14151037,0.23676008,-0.20211786,-0.23975521,-0.30611753,0.0591591,0.05801618,0.056822598,0.33062994,-0.03516078,0.4659772,-1.1810362
CLIP2,-0.07998049,0.8294612,-0.23474395,-0.23411512,-0.43193102,-0.085264444,0.56276023,0.06171465,-0.15577674,0.255692,0.45126975,-0.3527552,-0.024202466,-0.077828765,0.558126,-0.067836046
CLIP4,-0.12470186,0.2120614,0.005312264,0.20069927,0.058804452,-0.017750263,0.09675324,-0.2156049,-0.2655059,0.25172383,0.19762814,0.23714602,0.06940961,0.25598556,1.2377605,-0.28970242
CLK1,0.22422671,-0.4195273,-0.04862547,0.2212435,0.12873709,0.25409162,-0.07428825,-0.31303465,-0.12255013,-0.43893158,0.010192394,-0.018155575,0.30852854,0.33235252,0.83374083,-0.3210038
CLK2,-0.036495924,0.27574003,-0.0047177076,0.1919508,-0.01950264,0.13536811,0.34438372,0.2147466,-0.15231669,0.027313828,-0.042125583,-0.0048160553,0.008648634,0.079375505,1.1397779,-0.5241245
CLK3,0.38913488,0.25377572,0.04402399,0.2788663,-0.02079308,0.1826793,0.5467683,0.29668808,-0.14313757,-0.48092604,-0.08512735,0.37602782,-0.070115924,0.111582875,0.19336939,-0.079482794
CLK4,-0.054639578,-0.6683856,-0.03436804,-0.33967793,0.2314359,0.25499165,-0.20716637,-0.2871722,-0.1747191,-0.109647214,-0.019909441,-0.25721192,0.57219565,0.0883013,0.5135745,-0.4029587
CLMN,-0.0759691,0.035369396,-0.058197975,-0.5326718,-0.075015426,0.2674222,-0.13811588,-0.18338859,-0.25310516,0.34829974,0.10423362,-0.41571856,0.16662776,-0.12408495,-0.16517937,-0.52821636
CLN3,0.18127859,0.6971397,0.14507622,-0.060337037,-0.12518317,0.08416399,0.30959845,0.6151214,-0.24502128,0.20792037,-0.24852231,-0.023370981,0.0820443,-0.04585311,0.44745803,-0.11178702
CLN5,-0.33351183,-0.19320846,0.07669628,-0.1005888,0.16450584,0.30335784,-0.28334856,-0.2876997,-0.10561943,0.41396022,-0.086805224,-0.43994784,0.32321215,-0.042831898,0.654763,-0.1649499
CLN6,0.027686357,0.45128763,0.12904108,-0.091430545,-0.064498186,0.04092753,0.14056861,0.12129843,0.16300678,0.44738352,-0.08070767,-0.08312464,-0.33523813,0.14016032,0.602746,0.15568137
CLN8,0.114524364,0.44412613,-0.061549246,0.26744753,0.085787475,0.063331425,0.18954277,-0.26549846,-0.14492124,0.015302002,0.17785728,0.41023046,-0.08972287,0.009647012,0.96956193,-0.08267164
CLNS1A,0.27932376,-0.3469631,0.014124811,0.040984154,-0.07759184,-0.13002306,-0.30876696,0.078719854,-0.14548153,0.30558854,0.052323937,-0.39185435,0.11124909,0.345546,1.1437267,0.38520545
CLOCK,-0.42580366,0.043219328,0.01707077,0.040900707,-0.18934906,-0.12550354,-0.05135238,-0.031745434,-0.14609098,0.18306375,0.14020205,-0.36908686,0.20726919,0.088477135,1.2340367,0.05390644
CLP1,-0.15898049,0.30281544,0.0035494566,-0.4028499,-0.062268972,0.13102293,-0.21715462,-0.10371208,-0.24870038,0.25596023,0.099778175,-0.1760304,0.009283423,-0.17366707,-0.16780198,-0.4086107
CLPB,0.50676167,0.0061675906,0.088983774,-0.33262223,-0.12413561,-0.039109588,0.30386448,0.22248328,0.031277537,0.24139732,0.014743209,0.26016235,0.36162436,-0.058318675,0.6744772,0.6613076
CLPP,-0.053159893,0.4483953,0.1699552,0.12180954,-0.15487447,-0.24273768,0.10908842,0.54446906,-0.451646,0.38187355,-0.01656264,-0.028377771,-0.31502917,-0.027368963,0.7015124,0.435026
CLPTM1,-0.33103824,0.86523443,0.14807731,-0.23643821,-0.19700676,0.06780513,0.28735772,0.52732676,-0.22319555,0.33061877,0.0061556697,-0.22514611,-0.13633855,-0.16121231,0.31779408,-0.061471015
CLPTM1L,-0.3236875,0.32318085,0.15377551,-0.11959672,-0.09329319,-0.18017441,0.103226304,0.24689287,-0.0150203705,0.2689898,0.011618435,-0.15354455,0.016918778,0.011789799,1.1949137,0.24215728
CLPX,-0.10679066,-0.19215941,-0.031018257,-0.48736632,0.23546517,0.0081807375,-0.30846596,-0.26578903,-0.17559528,0.15180409,0.053966045,-0.09973943,0.35945475,-0.06839037,0.84058344,-0.098603964
CLSPN,0.16914159,-0.08562803,0.08678436,-0.0018894672,0.016199052,-0.0052526593,-0.04438609,0.017675757,0.36845654,-0.21900535,-0.023084879,0.5295202,0.21431744,-0.092446804,0.71654767,0.3564775
CLSTN1,-0.30003786,0.68596303,0.040246546,0.44264197,-0.27674288,-0.32290816,0.2981633,0.32936037,-0.06719977,-0.21227598,0.21998435,0.0060528517,-0.22804439,0.20124316,0.9046629,0.07582903
CLSTN3,-0.0349164,0.43764114,0.10429025,0.06802678,-0.2791226,-0.084108114,0.33498406,0.45793653,-0.29480457,-0.08705258,-0.11116266,0.15499592,0.021517277,-0.016331673,0.37401915,-0.37260652
CLTA,0.23480952,-0.11177957,0.20861626,-0.53837,-0.16668439,0.04364252,-0.23961067,0.24012923,-0.28129816,0.60789585,-0.098881125,-0.2693087,0.18141568,-0.11406839,0.3275454,0.45178533
CLTB,0.46575516,0.20875037,-0.009195507,0.023522973,0.021125376,-0.023974478,-0.117222965,0.13859719,-0.12972802,0.4189685,-0.14787018,-0.2808541,-0.33477098,-0.035716593,-0.26985556,0.57670027
CLTC,-0.16691685,-0.06722212,0.10442734,-0.46100318,-0.06314218,0.24367571,-0.20896494,-0.16958416,-0.059854984,0.09332299,-0.03053248,-0.07814169,0.4315734,-0.09736717,0.20982027,-0.573504
CLU,-0.010198355,-0.099402666,-0.08281469,-0.75556636,-0.48257113,-0.09467006,0.4191816,0.048547983,-0.25943518,0.2620995,0.26251078,-0.07027984,0.22727847,-0.14420152,-0.30608773,0.037425756
CLUAP1,-0.28449893,0.17741472,-0.043655932,0.4083231,-0.08586198,-0.28105676,0.028859079,0.17476678,-0.08658618,0.06920546,0.13908893,-0.1875177,-0.2337411,0.1225844,0.94513,0.18474609
CLUH,-0.3868401,0.53482056,0.0027656555,0.38195848,-0.20257533,-0.21140277,0.39891303,0.3624767,-0.09497106,0.14526546,0.076931715,-0.00359416,-0.34648776,0.10148883,0.9841025,0.11537075
CLYBL,-0.04583448,0.3623098,0.091950595,0.478895,-0.09032637,-0.20824075,0.16376078,0.32137483,-0.0029176474,-0.083974004,0.14275163,-0.18060952,-0.5735427,0.22721887,0.84708333,0.3042847
CMAS,-0.024312735,-0.47655404,-0.22030026,-0.17367229,0.11470094,-0.23257658,-0.14287233,-0.21543205,0.2476789,0.17875731,0.09621084,0.06291792,0.40286034,-0.055728853,1.0576673,0.1366891
CMBL,0.063405186,-0.19927025,-0.23363084,-0.20775944,0.1747556,-0.12906231,0.4508078,-0.17925091,0.26173815,0.044608116,0.13493486,-0.08494668,-0.09036437,0.009159371,0.13654009,0.7400125
CMC1,0.27398467,-0.54929256,0.25538802,0.13059974,-0.008767843,-0.30621886,-0.08602142,0.22211075,-0.40198565,0.07110238,-0.120174885,-0.015687943,0.20443201,0.49111247,0.8782804,0.4725337
CMC2,0.4004091,-0.16571283,0.12645721,0.35787523,0.057849288,-0.20111203,-0.10174513,0.20662546,-0.049763918,-0.07507801,0.013208389,-0.02617836,-0.12111962,0.30485094,0.83156824,0.77319145
CMC4,0.04886985,-0.3066182,0.16479194,0.26051998,-0.10457635,-0.12891293,-0.10652542,0.28042197,-0.34036338,0.043803453,0.07110536,-0.038963556,-0.033965707,0.20407736,1.1278272,0.5789697
CMIP,-0.1180172,0.6451249,-0.09782314,0.048041344,-0.058320165,-0.024577975,0.17307997,-0.021648407,0.0634253,-0.41071773,0.1874268,0.42253435,-0.048974156,-0.0046640635,0.5471498,-0.8495897
CMKLR1,-0.17847121,0.41179657,0.083860755,0.13837814,-0.5415082,-0.07373989,0.47355592,-0.001809001,-0.3118813,0.5377382,0.10147393,0.122612715,-0.084248185,0.2828002,0.8775681,0.18651485
CMPK1,-0.07663965,-0.108748674,-0.14828444,0.21212697,0.0026524067,-0.37742257,-0.27730465,-0.09966493,-0.048148632,-0.04503727,0.22184849,-0.091189146,0.0035583973,0.319463,1.2996793,-0.27736425
CMPK2,0.04837513,0.12539029,-0.040858984,0.050467253,0.044429302,-0.026237965,-0.19910336,-0.31300187,0.3941238,0.16278625,0.12845397,-0.0009357929,0.20612478,-0.08611083,1.0879874,0.40952563
CMSS1,0.08273572,0.15573725,0.07260665,0.42912215,-0.02360344,-0.30737445,-0.106571615,0.19760132,-0.17749071,-0.109156966,0.080809,0.18747747,-0.4583165,0.102205575,0.8811414,0.45500547
CMTM2,0.3067732,-0.1908347,0.16668588,-0.5207136,0.055082142,0.46708882,0.013811886,0.16350448,-0.061303377,0.16800761,-0.2666086,-0.5049452,0.022394955,0.07931292,-0.54779947,-0.12974441
CMTM3,-0.2127409,0.555858,0.011795759,-0.13862252,-0.13063252,-0.041395426,0.019076467,0.32178462,-0.11624396,0.32469928,-0.011000037,-0.60566366,-0.10010004,0.12512803,0.3617257,-0.18145442
CMTM4,-0.013053417,-0.2435267,-0.13844967,-0.4621625,0.25363564,-0.009357929,-0.4760146,-0.027489662,0.100684166,0.23608208,-0.14904141,0.06446242,0.6953001,-0.28048456,0.43200254,-0.5034387
CMTM5,0.23596436,-0.09647608,-0.50773025,-0.6889239,-0.25647432,-0.17773658,0.48602223,0.10166764,0.08405,0.15836805,0.2734363,-0.59903264,0.042013824,-0.05556345,-0.06648153,-0.16192049
CMTM6,0.08366853,-0.24524182,-0.1259774,-0.37808865,0.0958249,0.28119683,-0.27490854,-0.29067248,-0.02963245,-0.008390844,-0.035250187,-0.37692636,0.35607815,0.116059184,0.120958686,-0.6607771
CMTM7,0.47969967,0.31909496,0.22667795,-0.5693376,0.2495274,0.002913177,-0.07788539,0.5540922,0.04297942,0.3730178,-0.21356195,-0.013719499,-0.09841025,-0.042262673,0.41198134,0.087957084
CMTM8,0.20879805,0.17285794,0.026105344,0.026233494,-0.116838515,-0.30271262,-0.1981929,0.1822725,-0.29041916,-0.31757206,0.07775426,-0.35042167,-0.03552288,-0.024266541,0.6148085,0.046662986
CMTR1,-0.14187247,0.6251022,-0.01283437,0.67525655,-0.03489256,-0.15930831,-0.045113266,0.29209256,0.18661618,-0.088621676,0.042182207,-0.081032515,-0.22734106,0.1764834,1.2370586,-0.008024275
CMTR2,-0.21659583,-0.15107095,-0.19265413,0.11353344,0.04888475,-0.12707114,-0.15866756,-0.13970584,0.015872717,0.14994144,0.09607971,-0.41203648,0.37271678,0.18414706,1.2681708,-0.32207966
CNBP,0.27222633,0.064376,0.118368864,-0.17995536,-0.09505153,0.25016963,-0.4433185,-0.25984645,-0.42833984,0.026002526,0.16939342,-0.22052228,0.12497008,0.35318434,0.68748295,-0.5241662
