,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16
ACTA2,-0.06868839,0.14250278,0.104275346,-0.38279295,-0.09686947,-0.24522245,-0.18422008,0.49142838,0.24780333,0.24627149,-0.09570718,0.17396212,-0.063577294,-0.29247105,0.28292537,0.36995113
ACTB,-0.276421,0.009203702,-0.17182827,-0.48169345,-0.25540292,-0.21476075,-0.5068727,0.048470497,0.10736585,0.40895343,0.0984326,0.037695467,-0.17268956,-0.07488504,-0.3177747,-0.6945178
ACTG1,-0.09292662,-0.0032573938,-0.022536516,-0.14559925,-0.2047211,-0.6026864,-0.23415685,0.19934475,-0.1345545,0.46629012,0.03218651,0.050649047,-0.42483807,0.07363558,0.5391866,-0.5301684
ACTL10,0.038444996,0.29073954,-0.0143408775,0.119423866,-0.22206306,0.058460236,0.28867722,-0.019323826,-0.19720793,0.58226585,-0.007963181,-0.29762983,-0.07586479,-0.025856495,0.53727627,0.21309853
ACTL6A,-0.06777346,0.18520504,-0.04568845,-0.08394569,-0.08060038,0.027365983,-0.07688254,0.05695373,-0.0055745244,0.50153583,0.10520518,-0.18259138,-0.09753704,0.05570501,1.1129919,-0.07220805
ACTN1,-0.3138408,0.10724217,-0.11778623,-0.12988746,-0.26574582,0.30804724,0.10544509,0.13951361,0.20131171,-0.52007586,0.14153421,-0.10101497,-0.23746938,0.07686466,-0.6170288,-1.1760548
ACTN4,-0.09735823,0.50274134,-0.106441975,0.33252835,-0.47125816,-0.03287196,0.44600368,0.34365654,-0.005096197,0.02605319,0.3226161,0.11295676,-0.35629272,0.14823675,0.6688416,-0.75392723
ACTR10,-0.1432389,-0.24339855,-0.26534796,-0.36758482,0.22355318,0.15737414,-0.6977886,-0.16080141,-0.008869171,0.23480654,-0.05070567,-0.06789863,0.35019517,-0.006353855,0.34535527,-0.1767993
ACTR1A,-0.28029084,0.24757385,0.22271276,-0.26474297,-0.22980869,-0.057899952,0.10023713,0.20400286,-0.19930303,0.54011047,-0.09701848,-0.26696026,-0.20427704,-0.12007952,-0.24369955,-0.57922006
ACTR1B,0.19423962,0.31377077,-0.06518364,0.56270957,0.029283762,-0.12886226,0.15880466,0.02322197,-0.36851764,0.35964847,0.13350248,-0.31462014,-0.33440888,0.23833513,1.4138162,-0.14156103
ACTR2,-0.3467664,0.0018075109,-0.33446476,-0.28982237,-0.070575625,0.13761371,-0.8955091,-0.15787706,0.3190197,-0.15823692,0.13647154,-0.045858324,0.21484345,-0.0180237,0.46313852,-0.66239315
ACTR3,-0.30210912,-0.31038225,-0.15683025,-0.42202622,-0.098492205,0.004519522,-0.7492721,0.05876869,0.15477538,-0.21930784,-0.039461255,-0.18906444,0.40370822,-0.015321374,0.45592934,-0.33610016
ACTR3B,-0.18795133,0.29674768,-0.18415451,0.20565987,-0.17167926,0.12636185,0.28482676,0.4069805,0.08317828,0.32355785,-0.14272332,-0.9492934,-0.20849705,0.009661913,1.3496041,-0.34386516
ACTR3C,-0.08520484,-0.048029423,0.20982027,0.42432547,-0.24549961,-0.18922687,0.39007068,0.3037095,-0.14841557,-0.14250278,-0.14669895,-0.43194294,0.35472512,0.20033121,0.87103844,-0.1509428
ACTR5,-0.09127855,0.3091812,0.083100796,0.6221652,-0.31516552,-0.26322603,0.32172203,0.14373064,-0.2973795,0.38630962,0.11605024,-0.26134253,-0.25761127,0.14939308,1.2073874,0.1368165
ACTR6,-0.16578734,-0.28419793,0.040644407,0.04810691,0.16570985,0.198555,-0.8156538,-0.25059283,-0.12230873,0.10415614,0.06386042,-0.208053,0.55770576,0.22454262,1.2152135,0.15643239
ACTR8,-0.025230646,0.21657944,0.034105778,0.39709806,-0.0025331974,-0.31679273,-0.038439035,-0.11739135,-0.36750436,0.2674997,0.26577115,0.06253123,-0.27609468,0.1983583,1.0977745,-0.33697486
ACVR1,-0.18703192,0.43651313,-0.24884194,0.00795424,-0.25582612,-0.15522242,0.03862977,0.016698241,0.29456764,0.06797016,0.26996583,-0.08479953,-0.1584053,-0.07434785,1.4800578,-0.34196526
ACVR1B,-0.1420021,0.14710724,-0.21385849,-0.47448874,0.21094084,0.3585875,-0.87812245,-0.35689473,-0.11662841,-0.12747943,0.22753179,0.5580604,0.06945133,-0.014343858,-0.311476,-0.7728189
ACVR2A,-0.115573406,0.22543073,-0.22277832,0.65811276,0.035858154,-0.3410235,-0.29406548,-0.039318204,-0.27754903,0.12908578,0.25921762,0.16700625,-0.30323565,0.16223788,1.1972308,-0.15435219
ACVR2B,-0.045114756,0.45670867,-0.11894405,0.64214766,0.15155077,-0.26529133,0.09980798,0.075253844,0.2497226,0.11731982,0.11124909,0.10097027,-0.1462251,-0.028643012,1.2545735,0.24780929
ACY3,0.10983944,0.39988756,0.117343664,0.3837347,-0.27229786,-0.33124685,0.6190181,0.04119277,-0.31539798,0.29658675,0.13064742,0.029498339,-0.49068928,0.08980632,0.6318033,-0.0005245209
ACYP1,-0.09086132,0.08631945,0.17222166,0.15812516,-0.10583997,-0.09641051,0.07703006,0.23303032,-0.22084713,0.15532076,-0.08862615,-0.117865205,0.25512576,0.12187362,1.2605548,0.217399
ACYP2,0.030863285,0.05054474,0.2837658,0.1810342,-0.22101402,-0.15687346,0.22450984,0.25259852,-0.11715293,-0.021857023,-0.01744628,-0.64244866,0.1165092,0.12360215,1.3658941,0.14884472
ADA,0.11712313,0.3196895,0.20583272,0.43362975,-0.39814115,-0.4259765,0.30118823,0.31517744,-0.4728198,0.18041134,0.1513362,0.110292435,-0.27500987,0.21540523,0.96630454,0.15209317
ADA2,-0.16249418,0.2906263,0.098240376,-0.12748837,-0.7542491,-0.15797615,0.8101225,0.027346611,-0.18048286,0.3508687,0.24360418,-0.06560683,-0.18892288,0.09595156,0.8350253,-0.22207499
ADAL,0.022655725,0.035071373,-0.14742613,0.41353106,-0.010472536,-0.027626753,0.049084425,-0.08665323,-0.010561943,0.32426715,-0.019341707,-0.14012456,0.048422813,0.1011014,1.3527572,0.2145052
ADAM10,-0.33128262,0.015927851,-0.3052175,-0.22040829,-0.041148067,0.24361983,-0.8047827,-0.21687075,0.11390373,-0.09243712,0.032208115,-0.12806654,0.33332258,0.006648153,0.7499799,-0.5892806
ADAM12,-0.09590387,0.29136539,0.035512447,0.7056236,-0.30189753,-0.041782856,0.25980473,0.058454275,0.07183552,0.0046670437,0.050759315,-0.0762105,-0.2089262,0.09652376,1.1911035,-0.20948648
ADAM15,0.11781454,-0.05643964,-0.027504563,-0.16120672,0.088211894,-0.17272234,0.42262077,-0.23158789,-0.36033392,0.7197857,-0.18832684,0.26851892,-0.05043447,0.021737814,0.25507808,-0.14102459
ADAM17,-0.2248913,0.14944524,-0.3481999,-0.2492994,-0.033187866,0.48258305,-0.4000485,-0.15970021,0.34576356,-0.100784004,0.18187612,-0.022985041,0.2379626,-0.072428584,0.6562978,-0.70551634
ADAM19,-0.22165701,0.121600926,-0.272993,-0.094204396,0.1719527,0.4772663,-0.54399896,-0.019460171,0.0048823655,-0.11971444,0.043413788,-0.030646473,-0.16180426,-0.047505647,-0.07266179,-0.8976236
ADAM28,0.09480715,0.12116432,-0.17537475,0.67054033,-0.20480156,-0.16587973,0.42344928,-0.12226701,0.039988756,0.2729714,0.24964213,-0.51567554,-0.45799613,0.03950596,0.97770095,-0.2917707
ADAM8,-0.2003789,0.32363385,-0.16270578,0.34570843,0.10404736,0.1987502,-0.05711913,-0.16361177,-0.091697276,0.17262101,0.081309676,-0.012022257,-0.40109605,0.0635609,-0.27124286,-0.80815256
ADAM9,-0.28072596,-0.15514195,-0.19085109,-0.53545535,0.26158392,0.12372136,-1.0599911,-0.30321777,-0.1339376,-0.28585196,0.20530522,0.6373346,0.23408532,-0.021639466,0.1598835,-0.4924357
ADAMTS1,0.08479953,0.3270924,-0.32868683,0.23404658,0.14788508,0.041034818,0.11315346,-0.14743209,0.234586,0.09791255,0.13086796,0.19583702,-0.1830399,-0.15182197,0.68861544,0.36345124
ADAMTS10,0.0706017,0.34443736,-0.042009354,0.4368186,-0.3682375,-0.07416606,0.4548192,0.08217096,-0.33783913,0.13695955,0.13531446,-0.15770197,-0.2627492,0.15239716,0.87813735,0.117230415
ADAMTSL4,-0.41121095,0.4529655,0.34957826,-0.28328001,-0.5156398,0.39979815,0.5436063,-0.27157515,-0.30534714,-0.12152195,0.10647178,0.008612871,0.17773062,-0.11753142,-0.14373809,-0.16441643
ADAMTSL5,-0.05491972,0.39434433,0.19870996,0.7969618,-0.21511912,-0.43818355,0.18522143,0.47791004,-0.14888644,0.34304857,0.11912584,-0.33791065,-0.39530396,0.12799501,1.1354327,-0.04363656
ADAP1,-0.110310316,0.2582729,0.08769333,-0.32054633,-0.39342567,0.29592738,0.18345043,0.003260374,-0.2452977,0.43784678,-0.17349273,-0.6076738,0.04479587,-0.0038459897,-0.180652,-0.3534764
ADAP2,-0.24398565,0.29312968,-0.17644465,-1.1873513,-0.74985325,-0.003618002,0.03654957,-0.73516965,-0.6131232,0.82585514,0.27688742,0.1955688,0.18187761,-0.07942319,0.13379455,-0.23515224
ADAR,-0.47036707,0.30344278,-0.10869801,0.19469559,-0.36915094,0.09791255,-0.017181039,-0.07702112,0.16687512,-0.022226572,-0.18734336,-0.29881597,0.24902225,0.00047683716,0.41355342,-0.90981424
ADARB1,-0.034469366,0.39446354,0.07766485,0.63332915,-0.35472512,-0.28166175,0.18914342,0.3704548,0.0011503696,0.093501806,0.108355284,-0.2878785,-0.33527017,0.066274405,1.1277556,-0.0248909
ADAT1,-0.022304058,0.29595792,-0.08787662,0.51769316,0.19630343,0.25235713,-0.18865764,-0.06097257,0.073966384,-0.037306547,0.24681091,0.1033932,-0.058329105,0.16153902,0.98132193,-0.5993113
ADAT2,0.033456087,0.19178092,-0.19156933,0.73093176,0.0395298,-0.14722049,0.04273653,-0.04940629,-0.07087588,0.23631155,0.14929175,-0.08647442,-0.1811415,0.18671155,1.3308734,-0.18041134
ADCK1,0.18863678,0.31554103,0.039041042,0.27753115,-0.43116212,0.10638237,0.853467,0.092470646,-0.039082766,0.21147728,0.0336051,-0.2988875,-0.101578236,0.055778027,0.61171055,-0.108897686
ADCK2,0.0666976,0.38075447,0.056278706,0.35541058,-0.4416108,-0.35446882,0.453645,0.09124875,-0.24718046,0.5919993,0.11315346,-0.24431944,-0.24569035,0.07866621,1.3718188,0.033688545
ADCK5,0.14557838,0.30145645,0.3129363,0.084114075,-0.44229627,0.12340546,0.4780531,0.3034711,-0.71657896,0.27266145,-0.16851425,-0.39892197,0.056910515,0.15473366,1.1852264,0.20757318
ADCY3,-0.110304356,0.20128787,-0.30697882,-0.14099479,0.005853176,-0.03953576,-0.2692908,0.15542507,0.3809631,0.09125471,-0.050887465,0.19429624,-0.07543266,-0.20435452,0.08672476,-0.2127707
ADCY7,-0.11789203,0.45289397,-0.56604743,0.3651023,-0.23773313,0.37478805,-0.2203703,-0.09329915,0.21261573,0.2511859,0.2247572,0.19472241,0.20699501,0.11469722,1.2458324,-0.6965935
ADCY9,-0.08133054,0.29613376,-0.0013530254,0.48299432,-0.37235618,-0.12109876,0.20717978,0.16036034,-0.094002485,0.20827651,0.21739006,-0.07670522,-0.065523386,0.10600686,1.0252714,0.016885996
ADD1,-0.32565296,0.43318272,-0.05261004,0.25927722,-0.3497362,-0.18551946,0.3005445,0.17325282,0.21357834,0.4484594,0.20439029,0.013938546,-0.5908221,-0.1472503,0.08890629,-0.6511837
ADD2,0.503391,-0.17766356,-0.19370914,0.23191571,0.29722452,-0.25401115,0.45273304,0.25099516,0.12176037,-0.05415082,-0.056797266,0.5820036,-0.10871887,0.07888079,0.49081445,0.4389584
ADD3,-0.23781657,-0.062453747,-0.30163527,0.15925169,0.1922965,0.15310943,-0.8362025,-0.16895235,0.19798875,-0.09526014,0.0068962574,-0.03181994,0.2756834,0.09667277,1.0795772,-0.60576797
ADGRE1,-0.26778877,0.023013353,0.13540089,-0.32763183,-0.45593977,-0.44758916,-0.33191442,0.03604293,-0.22009313,0.39976835,-0.047412515,0.15077889,-0.2274841,-0.16164482,-0.17769039,-0.05121827
ADGRE2,-0.29423237,0.18105507,-0.21873713,-0.44326186,0.027650595,0.65167546,-0.3138125,-0.36300123,0.036489964,-0.25649667,0.13713837,0.014719367,0.08354187,-0.057557225,-0.4865229,-0.6976932
ADGRE3,0.011149049,0.014483929,-0.40377378,0.31761527,-0.3602624,0.3611982,0.837332,-0.17776191,-0.019526482,-0.3877282,0.1139462,-0.6355047,-0.082948804,0.29231906,0.082579255,-0.6156564
ADGRE5,-0.25998056,0.5405843,-0.10745227,0.11126697,-0.33710897,0.21468699,0.35364628,0.08556545,0.106188655,-0.13077259,0.2739221,-0.120955706,-0.14704466,-0.07354617,-0.25542974,-0.6483644
ADGRG1,0.13811588,0.30202866,-0.12716055,0.5903721,-0.40783882,-0.13744235,0.32086968,0.2383709,-0.27319193,-0.15134811,0.3374219,-0.0023961067,-0.25393367,0.25539398,0.8679211,0.13749003
ADGRG5,0.002270937,0.4022658,0.033050776,0.62057376,-0.555104,-0.21211505,0.3841102,0.46114326,-0.23323894,0.044888258,0.15961528,-0.29562116,-0.22847652,0.19208789,1.0822594,0.124293566
ADGRL1,-0.16426444,0.579229,0.057286024,0.7225305,-0.33921003,-0.11768937,0.37758052,0.3419906,-0.19332767,0.26631057,0.10840297,-0.37491322,-0.3080368,0.04054308,0.97410977,-0.0075280666
ADH5,-0.060600042,-0.07665753,0.025862455,-0.33483505,-0.087210536,-0.10332763,-0.21239519,-0.19836724,-0.1684457,0.7004142,0.063061714,-0.3164947,0.25840104,0.06904304,1.3631374,0.16296506
ADHFE1,0.1674056,0.19265413,-0.10881424,0.55406094,-0.19261837,-0.034856796,0.23835897,0.030314922,-0.23077726,0.051391125,0.22376776,-0.10892153,-0.25337934,0.24946928,1.054728,0.16218424
ADI1,0.14888942,-0.13800263,0.23120046,-0.3674239,-0.07947385,0.17636716,0.2055794,0.33234358,-0.2121836,0.36396682,-0.08839965,-0.61993,0.17071068,0.13836622,0.90563,0.06873608
ADIPOR1,0.5346358,-0.19501448,-0.48048794,0.06210506,0.35683215,0.23176074,0.058689713,-0.022545457,0.6315768,-0.16565919,0.0034451485,0.6474227,-0.03822744,0.11057556,-0.60935915,0.83206
ADIPOR2,0.0187397,-0.009596348,0.17101765,0.14817715,-0.047826767,-0.01308918,0.30195713,0.15250444,-0.083231926,-0.32287836,0.12284517,-0.07829666,-0.026464462,0.21305084,0.7737756,-0.54033995
ADK,0.14446974,0.025439262,-0.009548664,0.30881166,-0.095021725,-0.38229227,0.12600422,-0.11521578,-0.1378417,0.06418228,0.21601915,-0.3329754,-0.17755032,0.1378417,1.1171937,-0.026667118
ADM,-0.09004623,-0.14651567,-0.09936392,-0.1730293,0.06441772,-0.05696565,-0.687325,-0.010505319,-0.29022843,-0.30903965,0.4975587,0.38711727,-0.10021329,0.06043464,-0.13973117,-0.5076602
ADNP,-0.2770692,0.25581792,-0.3301479,0.12659281,-0.06041974,0.19217953,-0.3180422,0.012143701,0.45851246,0.015625358,0.07188991,-0.26822984,0.053886324,-0.027763098,1.1122919,-0.57891387
ADNP2,-0.0017940998,0.18424392,-0.06977022,0.47335923,0.063341856,-0.011983514,0.14199018,-0.21819472,-0.096690655,-0.21167397,0.2572894,0.4559785,-0.0043690205,0.18824339,1.0646611,-0.4512787
ADO,-0.041139126,0.10815859,-0.1950562,0.13335347,-0.25439858,-0.17032623,-0.22082329,-0.13232231,-0.033652782,0.17037392,0.12678504,-0.21216273,0.11100173,0.18054247,1.5385807,-0.07113218
ADORA2A-AS1,0.041097403,-0.12827516,-0.27853847,0.56658983,-0.11059046,-0.12735128,0.12524724,0.10585785,-0.13594627,-0.26137233,0.087708235,0.3630817,-0.024044514,0.1427114,0.4772961,-0.32731295
ADPGK,-0.019943714,0.0052034855,-0.47223568,0.06957054,0.10521412,0.22450686,-0.28663278,-0.3188491,-0.03157854,0.1479268,0.060087442,-0.03247261,0.1750052,0.14935732,1.0625482,-0.8761704
ADPRH,-0.24769604,0.2601415,-0.29332638,-0.4332453,-0.62506497,-0.082695484,0.03528893,-0.13703108,-0.1342237,0.5552262,0.2790749,-0.13455749,-0.0036358833,0.00028312206,0.8119285,-0.30907094
ADPRM,0.19498467,-0.031101704,0.12914538,0.35445094,0.25334954,-0.31677485,-0.44690967,-0.30090213,-0.4672706,0.14221668,0.16853213,-0.28724074,-0.1763165,0.13558865,1.2736917,-0.045114756
ADRB2,0.05121231,0.19779205,-0.2465725,0.62224865,-0.3943801,0.082826614,0.26683807,0.37959814,0.21743774,0.041508675,0.15153885,-0.25236607,-0.039494038,0.23436546,1.6109347,-0.038838387
ADRM1,0.13810992,0.509204,0.39681792,-0.15382618,-0.5863294,-0.27973354,0.42786747,0.16696006,-0.6902054,0.57570934,0.15528947,-0.09878874,-0.28526485,0.052130222,0.41334927,-0.21282136
ADSL,0.025336444,0.059446692,0.19573346,-0.16986579,-0.04735142,-0.013688207,0.0409171,0.059242547,-0.4437536,0.675419,0.0032708049,-0.44527128,0.023961067,0.049857795,0.9801924,0.16506985
ADTRP,-0.090658665,0.17629266,-0.14470816,0.96777976,0.5132541,-0.35752356,-0.2511412,-0.17158389,-0.3156036,0.038957596,0.1892209,-0.25936365,-0.33705235,0.01758635,0.7810995,-0.041392446
AEBP1,0.09006262,0.5051911,-0.18094182,0.59481263,-0.15586019,-0.40881038,0.4206717,0.03183484,0.12833476,0.17710328,0.24260879,-0.17661452,-0.7993996,-0.1653254,0.5489111,0.074505806
AEBP2,-0.039845705,0.16904473,-0.014036894,0.4099071,0.019705296,-0.14876127,-0.29603243,0.045782328,-0.24784803,-0.21543503,0.1998961,0.17684698,0.0983119,0.24756789,1.4018536,-0.2280891
AEN,0.16520023,0.492692,0.060981512,0.83994865,0.08122921,-0.21207035,0.12593865,0.1449138,-0.061500072,0.07366836,0.1685679,0.36597252,-0.1562655,0.079250336,1.1978924,0.026357174
AFAP1,0.1155138,0.05699396,-0.116574764,0.42150617,-0.08188486,-0.048148632,0.3270328,0.18838048,0.15406609,-0.23717284,0.24319887,0.12612343,-0.10098219,0.1373291,0.42830706,0.004297495
AFAP1L2,-0.3062278,0.47358274,-0.10281503,0.15851855,-0.36064684,0.028690696,0.31400025,0.20232499,0.59666634,0.13298392,0.11906326,-0.02603829,-0.28717518,-0.2311498,0.9590447,-0.35015047
AFDN,-0.0037819147,0.08563697,-0.21856427,0.4051149,0.233984,0.027263165,-0.30577183,-0.3718704,0.008606911,0.1664877,0.05889535,0.42622983,0.32016635,0.08726716,0.5031854,-0.13713539
AFF1,-0.30595848,0.34573898,-0.18334538,0.16236007,-0.01527518,0.33748746,-0.37929863,-0.18575639,0.4202336,-0.62342733,0.24720281,0.3766805,0.37662983,-0.08382052,0.7344693,-0.58893377
AFF3,0.035321712,0.13498068,-0.277102,0.9749055,-0.07658005,-0.40311217,0.2406776,-0.055092573,0.12130141,-0.18584728,0.3532231,-0.14562607,-0.5773306,0.041794777,0.94178915,-0.0754416
AFF4,-0.0670284,0.14705062,-0.21733642,0.31713247,0.08261204,0.054579973,-0.24893284,-0.3104061,-0.018793344,-0.44214427,0.26923716,0.35399497,0.11741817,0.099897385,0.88048875,-0.65610707
AFG1L,-0.26776195,-0.024992228,0.1358509,-0.008410215,-0.2135992,-0.069117546,-0.3001094,-0.050723553,0.030040741,0.16958117,0.045084953,-0.24268627,0.14578104,-0.033950806,1.3855755,-0.22081733
AFG3L2,-0.021144748,0.33261776,-0.12704134,0.4148245,-0.1509726,-0.15747547,-0.07556677,-0.07582307,-0.13457239,0.41471124,0.45787096,0.25690794,-0.20372868,0.06982088,1.2680233,-0.27710795
AFMID,0.28262734,0.0113248825,0.01180768,-0.543499,-0.20511746,0.25022626,-0.029051304,-0.13732314,-0.5592108,0.17550588,0.19430518,0.21624565,0.269413,0.23621917,0.949955,-0.008285046
AFTPH,-0.31837374,-0.05460158,-0.2148971,-0.020522624,-0.17503574,-0.04012063,-0.43627098,-0.22766814,0.23966804,-0.37074238,0.30911714,-0.1224339,0.24427623,0.074296445,0.82182884,-0.81871676
AGA,0.04758835,-0.01731515,-0.15122294,0.09561777,-0.3160298,-0.14486909,-0.14923811,0.017231703,-0.24873614,0.6945193,0.037920475,-0.008255243,0.024420023,0.17504096,1.267755,-0.579828
AGAP1,-0.010931492,0.36524534,-0.27415752,0.70962906,-0.19373894,0.047004223,0.05799532,0.23283958,0.07476807,0.018167496,0.34474134,0.24517775,-0.09073019,0.09086132,1.3115048,0.043809414
AGAP2,-0.026631355,0.35544038,-0.2458632,0.60236454,0.22233129,0.1653254,-0.027763844,0.21860003,0.03798008,-0.021511316,0.071793795,0.024485588,-0.47650933,0.18872023,-0.18494129,-0.8955717
AGAP3,0.03758073,0.26843548,0.022777915,0.03796816,-0.3997028,-0.2602458,0.47812462,0.17959774,-0.47434866,0.17800629,0.2747357,0.17115176,-0.14973283,0.06786883,0.85041225,0.046637654
AGAP4,-0.15416145,0.28728247,-0.07033646,0.71805716,-0.46294928,0.024706125,0.37177205,0.10949969,0.09151995,0.29242337,0.21173656,0.12203753,-0.19586086,0.036382675,1.1197805,-0.08122921
AGAP6,-0.035393238,0.32577515,-0.11175275,0.70531964,-0.13517141,0.021576881,0.12978315,0.1383245,-0.070506334,0.18318295,0.0713706,-0.12161136,0.102090836,0.18184185,1.5259027,-0.22963285
AGBL2,-0.13223886,0.26376247,0.16093254,0.78361034,-0.15307069,-0.14916658,0.40676594,0.20626187,0.074863434,0.16753674,-0.051683187,-0.47641993,-0.15063286,-0.03168583,1.5523583,-0.041890144
AGBL5,0.17229617,0.24926364,-0.050273538,0.214988,-0.02977848,-0.28987825,0.062397122,0.23450553,-0.07130504,0.4901737,0.14309585,0.06996989,-0.3620535,0.04158318,1.1451125,0.19196868
AGER,-0.15743077,0.11682212,0.21730363,-0.3444314,-0.089395046,0.42149425,0.58622956,-0.05156994,-0.13276935,0.41291118,-0.3301233,-0.68506,0.08197427,-0.0934124,-0.29004216,-0.18084049
AGFG1,-0.08422732,-0.2357006,-0.18648505,-0.6545782,0.3881395,0.19156337,-1.2009859,-0.24556518,-0.20974874,-0.12460947,-0.01731515,0.44386983,0.17569065,0.0059604645,-0.5495906,-0.46573877
AGFG2,-0.09928942,0.50919056,0.08294582,0.7487893,-0.37211776,-0.32883883,0.40488243,0.40597916,-0.010290742,0.46138167,0.14899373,-0.29620528,-0.39400458,0.121206045,1.2102991,0.10488629
AGGF1,-0.30761957,-0.0028431416,-0.30400753,-0.23134947,-0.03029406,0.24053454,-0.72838664,-0.08413792,0.3228128,0.3238529,-0.008288026,-0.22132695,0.27066767,-0.07967353,0.73560476,-0.29278398
AGK,-0.009453297,0.35854578,-0.022888184,0.538671,-0.32176375,-0.25866032,0.23530722,0.066024065,-0.25311708,0.18793344,0.23410916,0.032019615,-0.18123388,0.14411211,1.3546407,-0.045609474
AGL,-0.1883924,-0.050863624,-0.001694262,0.11591315,0.41647032,-0.015871227,-0.49933046,-0.06620139,0.08067414,0.027482212,-0.12228191,0.08787811,0.25711805,0.07791445,1.3183289,-0.30342937
AGMAT,0.0761807,0.23290217,0.058332086,0.66037774,-0.10691583,-0.20848215,0.3482759,0.35671592,-0.028583407,0.21161139,0.11214018,-0.17939508,-0.15768707,0.12927055,1.0365754,0.28410852
AGO1,-0.25743842,0.20586401,-0.100027025,-0.16989559,-0.36473125,0.40587783,0.36208034,-0.18191487,0.11334568,0.077582896,0.1317814,-0.56219995,0.10899156,-0.05477667,0.5417809,-0.5864635
AGO2,0.08558035,0.28790236,0.08879304,0.5196035,0.24502873,0.43671727,0.37584305,-0.030338764,0.44441223,-0.9037435,0.27362108,0.24757385,-0.03259778,0.08445978,-0.0654757,-0.28235316
AGO3,-0.23408681,0.10882914,-0.08441061,0.09498596,-0.0026762486,0.24552345,-0.026780367,-0.019454956,0.17706454,-0.042657554,0.054048,-0.44523776,0.22564828,0.06790757,1.2650326,-0.7100135
AGO4,-0.32849908,-0.087463856,-0.3729403,-0.29916167,0.12141466,0.52441955,-0.6197274,-0.34273863,0.28645098,0.01810193,0.04605651,-0.14508367,0.22458732,-0.0785172,-0.009980798,-0.80753565
