,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16
POLR2M,-0.056761503,0.08646846,-0.11051893,0.24759173,-0.06645918,-0.20262599,-0.3495872,-0.19546151,-0.12611747,-0.017392635,0.218755,-0.0112473965,0.08088946,0.13902783,1.5455306,0.0055909157
POLR3A,-0.1671493,0.41117072,-0.10537505,0.4267037,-0.4179418,-0.14771819,0.2927184,0.16393065,-0.0707984,0.4222691,0.08922219,0.120961666,-0.13175607,0.008946657,1.4069021,-0.24667382
POLR3B,-0.20393729,0.27805567,0.08482933,0.29785633,-0.36994815,-0.16069412,0.30604005,0.32461286,0.1427412,0.15227199,0.042438507,-0.15617609,-0.15674233,-0.009691715,1.4274716,-0.29318333
POLR3C,0.053218007,0.27918518,0.32102168,-0.060904026,-0.52330345,-0.15599132,0.38382262,0.08280277,-0.3194645,0.47038198,0.22276193,0.115440786,0.006249547,0.03274381,0.97237825,0.18614829
POLR3D,-0.0152647495,0.3459394,0.14918447,0.5852163,-0.3101051,-0.37242174,0.26010275,0.16975999,-0.2814293,0.23560524,0.22104979,-0.06996989,-0.25339127,0.1511395,1.2328088,0.096058846
POLR3E,0.18125176,0.30765533,-0.06637573,0.8374572,-0.06415248,-0.24962425,0.1854837,0.14179349,0.057840347,-0.026166439,0.25766492,0.19825697,-0.20115376,0.21352768,1.1324763,0.031733513
POLR3F,-0.21033585,0.11146441,-0.013592839,-0.011048466,-0.083225965,-0.0896208,-0.31946227,-0.16687736,-0.24292246,0.4301451,-0.05202815,-0.32990277,0.06898865,0.037521124,1.1311508,-0.23418218
POLR3GL,-0.078999996,-0.12795329,0.06749332,-0.0798434,0.0057786703,0.13690889,-0.040251017,-0.14075637,-0.09288192,0.5363047,0.097242,-0.7130563,0.23874044,0.071153045,1.191014,-0.035205483
POLR3H,-0.052973628,0.4715711,-0.025296211,0.46991706,-0.3130585,-0.012639165,0.28012395,0.19699037,-0.08580983,0.5365521,0.18447936,-0.31856596,-0.38892925,0.010606647,1.1904567,0.058051944
POLR3K,0.19655824,-0.0066697598,0.3616631,-0.3304839,-0.34072995,-0.24238229,0.6378591,0.22368431,-0.39229393,0.6356001,-0.33476353,-0.3635943,0.0065922737,-0.067704916,0.9232521,0.15733838
POLRMT,0.08123517,0.4754126,0.08357167,0.6666839,-0.3657937,-0.13023019,0.43228865,0.22662282,-0.36884546,0.35699606,0.16836524,-0.11612773,-0.2849996,0.17837882,1.2178481,0.07440448
POM121,-0.04361868,0.39715767,-0.4274845,0.57572126,-0.04951954,-0.06645918,-0.10501146,0.06741285,0.254786,0.19026995,0.32343864,0.29964447,-0.22703409,0.052785873,1.1365652,-0.6931782
POM121C,-0.23557544,0.405401,0.009489059,0.46447515,-0.19132495,-0.04823804,0.036668777,0.21982789,0.051504374,-0.07066131,0.17325878,0.036144257,-0.21113157,-0.032371283,0.97360015,-0.8876562
POMC,0.23214817,0.044685602,0.42949915,-0.149858,-0.22458136,-0.015360117,0.24040341,0.16205609,-0.07032752,0.327152,-0.21204352,-0.21384358,-0.011897087,-0.0855118,-0.10614395,0.24413168
POMGNT1,-0.008845329,0.4530549,0.10662079,0.5755186,-0.34860373,-0.17192364,0.3443122,0.23275614,-0.34460425,0.44524074,0.08863807,-0.16232729,-0.22155046,0.12340546,1.4928699,0.024658442
POMGNT2,0.35684705,0.26695728,-0.14265776,0.11130571,0.0030577183,-0.26402473,0.2143681,-0.08481741,-0.1847744,0.4170537,0.22927523,0.45858622,-0.16642809,0.25800467,0.540632,0.55817366
POMP,-0.17568469,-0.20337105,0.5563915,-0.8313775,-0.16878247,-0.24815202,-0.3067732,0.057816505,-0.95314384,0.108110905,-0.054079294,0.052416325,0.360471,-0.0058054924,0.34385324,0.031024218
POMT1,0.05325675,0.31889677,0.16552806,0.5503237,-0.090032816,-0.1126349,0.46155453,0.17555952,-0.43269396,0.36665797,-0.04233718,-0.20262003,-0.3848374,0.1746118,1.0695696,-0.117731094
POMZP3,0.13542175,0.037395954,0.0377059,0.33046007,-0.08728504,-0.47471523,0.37591457,0.41362047,-0.30310154,0.19817352,0.26985407,-0.0988245,-0.32662153,0.1317501,0.77956915,-0.037944317
PON2,-0.019785762,0.15633702,-0.1519829,0.012761354,0.11254847,0.062868,-0.04492402,0.2268225,0.19084513,0.20016134,0.12271702,-0.038167834,0.057849288,0.10878742,1.2123615,0.26004612
POP1,-0.2671793,0.40342212,0.09558499,0.3861755,-0.38714856,-0.066521764,0.11291355,0.1251921,0.020329654,0.37582517,0.16961694,-0.5029172,-0.110153854,-0.019222498,1.3020203,0.068074465
POP4,-0.109657645,0.049301982,0.14482439,-0.27155578,-0.3684044,-0.17354488,0.03244579,-0.038465858,-0.3916204,0.7702917,-0.014296174,-0.40299296,0.00031292439,0.062084198,0.5826086,0.008231401
POP5,0.10333657,0.17611384,0.28526783,0.42322874,-0.44207573,-0.057321787,0.5359173,0.24677515,-0.39378405,0.4105568,0.08876324,-0.53996444,0.023794174,0.2751112,1.531452,0.33332705
POP7,0.33751726,0.13148785,0.14083385,-0.25823116,-0.35951138,-0.10880828,0.39784908,-0.1877904,-0.11639595,0.62294006,0.01091361,0.1317203,0.10377765,-0.0806272,0.40777326,0.6286144
POPDC2,-0.084516406,0.21594763,0.15903711,0.36944747,-0.21725595,0.008872151,0.7667482,-0.2236247,-0.20787418,0.68733394,-0.07502735,-0.578776,-0.41029453,-0.06800592,0.58606863,-0.1560688
POR,-0.21343529,0.13144016,0.05002916,-0.36005974,0.17192662,0.30991882,-0.80825686,0.0037431717,-0.39539188,-0.05105138,0.16088188,0.5269706,-0.13705045,-0.05709678,-0.858894,-0.387834
PORCN,0.035727024,0.40153265,0.14945269,0.52069426,-0.34897327,-0.24136305,0.3550172,0.14494658,-0.31953454,0.14708042,0.22698641,-0.2190113,-0.36697388,0.19664764,1.0638952,-0.05006194
POT1,-0.13085604,-0.38592815,-0.19416213,0.07229447,0.21778941,0.07530451,-0.7423401,-0.36746264,-0.15900135,0.08844137,0.04249811,-0.062048435,0.2819419,0.18097162,1.0542274,-0.08806586
POU2AF1,-0.042140484,0.5529672,0.44626296,0.62167346,-0.3930807,-0.2184838,0.42839646,0.5022049,-0.19669533,-0.00030696392,0.17517209,-0.13493598,-0.48976243,-0.09125769,0.8716464,-0.26383102
POU2F1,-0.047066808,0.23143888,0.2788335,0.042539835,-0.002849102,0.17826557,0.4527837,-0.17326176,-0.34365952,-0.012502074,0.0726372,-0.21473765,-0.07326603,0.048336387,0.41504204,-0.6136626
POU2F2,-0.19810647,0.35748184,0.031636655,-0.18524826,-0.88920146,-0.18613487,0.86682886,-0.13032556,-0.30142814,0.56004673,0.15011877,-0.4098475,-0.15019178,-0.07093251,0.5522743,-0.30240864
POU6F1,-0.095039606,0.34956932,0.12702346,0.830251,-0.10049343,-0.17069578,0.35672188,0.06042719,-0.1970768,0.3368795,0.0882864,-0.5157411,-0.53952336,-0.0052571297,0.9151578,-0.0756681
PPA1,0.010573864,0.01680553,0.31341612,0.06376505,0.1312077,-0.5450815,-0.23504794,0.34288466,-0.5140275,0.07036328,-0.093501806,0.026372075,0.034594536,0.133425,1.4396518,0.39579868
PPA2,0.11972189,-0.27807057,-0.0595212,-0.4864812,0.45605898,-0.0010848045,-0.8331418,-0.19239783,-0.5095482,0.43790936,-0.2127409,-0.027287006,0.21021962,0.09868741,0.5034864,-0.04711151
PPAN,0.057578087,0.42034388,0.12431145,0.5096793,-0.34148693,-0.26688576,0.25156736,0.26357174,-0.51686764,0.28437376,0.22472143,-0.07739067,-0.34154654,0.15255213,0.90436935,0.07035732
PPARA,-0.058466196,0.41308403,-0.08364618,0.43797493,-0.07197261,-0.021719933,0.027638674,0.016611814,0.25219023,0.17518401,0.24297833,0.3187567,-0.13994277,0.030362606,1.2177289,-0.30899048
PPARD,-0.1065433,0.33929348,-0.009274483,0.68231225,-0.20536184,-0.28914213,0.3877282,-0.1350522,-0.2421856,0.24323463,0.36023855,-0.29865503,-0.6141901,0.086826086,0.61472654,-0.2979517
PPARGC1B,-0.019684434,0.36922395,-0.27825236,-0.09046793,-0.41333735,-0.01026988,0.16261935,-0.4195243,-0.008291006,0.39174855,0.11602044,0.1902163,0.20869076,0.014746189,1.1577457,-0.5006403
PPAT,-0.078846514,0.29442012,-0.13365597,0.3773436,-0.03937632,-0.21673888,-0.276722,0.1574412,-0.107097626,-0.0038295984,0.17920285,0.3196925,0.09803474,0.115290284,1.4957517,0.11212081
PPBP,-0.11909008,-0.05708933,-0.18644333,-0.95220804,-0.053215027,0.17421246,-0.20259619,0.65852404,0.034213066,-0.38580894,-0.16419888,-0.6733775,-0.2199769,-0.10243654,0.058043003,0.38250685
PPCDC,0.12753457,-0.14003664,0.022518635,0.5502179,-0.19349903,0.1790896,1.1028275,-0.621596,-0.47290474,0.19556731,0.060871243,-0.6122038,-0.11788458,0.2768889,0.039853156,-0.30924976
PPCS,-0.11381358,-0.16081184,-0.19377619,-0.3724426,-0.1103431,0.21352619,-0.5635366,-0.24117976,-0.078083575,0.57652295,-0.064617395,-0.4542336,0.20350367,0.08172691,0.67749023,-0.2953872
PPDPF,0.20476878,0.02733469,0.07677972,0.48009455,-0.03244281,-0.44785738,0.58143735,-0.02809763,-0.11457205,0.1371175,0.07402301,0.44584572,-0.23501515,0.11831522,-0.08341372,0.5528301
PPFIA1,0.056757033,-0.012229383,-0.12832433,-0.18000603,0.15501529,0.43889135,-0.35942793,-0.118519366,-0.20041168,-0.36047697,0.03592074,0.22174269,0.18376261,0.23954064,0.71925074,-1.0898501
PPFIBP1,-0.13503432,0.1716882,-0.074353814,0.42321384,0.39677918,-0.2966404,0.0662446,0.010886788,0.24979115,-0.022485852,0.021195412,0.30874014,-0.07939339,-0.07703006,0.952062,0.44056177
PPFIBP2,-0.04182309,0.42645484,0.0492543,0.31966567,-0.44985414,-0.12012869,0.8464679,0.053454936,-0.1936093,0.16568899,0.19082129,-0.20461082,-0.40376782,0.07760227,0.88534206,-0.50182045
PPHLN1,-0.11398196,0.0002503395,-0.17648935,0.35638213,-0.1452148,-0.32283068,-0.0819087,-0.004017353,0.088864565,0.27682185,0.13353825,-0.23342371,-0.07631779,0.10480285,1.5441298,-0.36838055
PPIA,0.14460087,-0.020503998,0.32741427,-0.01347065,-0.28120875,-0.33925772,0.26495457,0.11855364,-0.4524231,0.3109634,0.12321472,-0.3554523,-0.03708601,0.14138818,1.0974467,0.4540801
PPIB,-0.10732114,0.2389729,0.558728,-0.33625364,-0.51048994,-0.14203191,0.47525465,0.20526052,-0.6347567,0.4392773,0.14384091,-0.21669269,0.021505356,-0.03080964,0.77488124,0.09820461
PPID,-0.4185766,-0.10512471,-0.042676926,-0.52707493,-0.25817752,0.1742363,-0.29985905,0.061878562,0.3376931,0.13867915,-0.08063316,-0.48629045,0.5289912,-0.13056397,0.38884878,-0.2773553
PPIE,0.11996627,0.27993917,0.20823479,0.16855001,-0.2750218,-0.13193488,0.5507171,0.19242167,-0.69203377,0.3958702,0.05018115,-0.20843744,-0.19773841,0.28235316,1.2216151,0.061661005
PPIF,0.03412366,0.19444227,-0.16516447,0.56355596,-0.21599829,-0.3293544,0.846383,-0.15114248,-0.10480583,-0.17372668,0.31197965,-0.14556348,-0.34873188,0.22922158,0.69488585,-0.2914071
PPIG,-0.2584964,-0.23977757,-0.11053085,0.3036201,0.231722,0.082564354,-0.57189167,-0.2921641,-0.120300055,-0.031208992,0.22580326,0.12779236,0.18962026,0.16592145,1.1517107,-0.43963194
PPIH,-0.010120869,0.2668798,0.24392605,0.4936278,-0.35613775,-0.3397107,0.532341,0.21181107,-0.26817322,0.393039,0.03670454,-0.26197433,-0.24960637,0.13906956,1.1358619,0.06864071
PPIL1,-0.11386946,0.03469512,0.12370199,-0.034824014,-0.1750417,-0.27784407,-0.23135021,0.28188154,-0.12636706,0.22601038,0.08684769,-0.011759996,0.08666441,0.041420758,1.1144184,0.4125148
PPIL2,0.04825592,0.51232576,-0.21631718,0.6973624,-0.33712387,0.21159649,0.40336847,0.11014938,-0.2532363,0.4771948,0.1352191,-0.17125607,-0.32126904,0.20560026,1.3128996,-0.33313036
PPIL3,0.1436472,-0.29748678,-0.29591918,0.25228858,0.259912,-0.18396378,-0.28483272,-0.13302565,-0.2873361,0.11353493,0.10201931,0.034213066,-0.066536665,0.12755394,1.2799978,0.047159195
PPIL4,-0.09530783,0.005799532,-0.27713776,0.27575493,0.05530119,0.16270876,-0.41945875,-0.29511452,0.05631447,-0.0977695,0.26171207,0.014770031,0.26444495,0.16258955,1.2483418,-0.6030202
PPIP5K1,-0.053197145,0.23115277,0.062334538,0.7545352,-0.33216476,-0.30847788,0.23174882,0.12407899,-0.25689006,0.24774075,0.17374158,-0.042128563,-0.24604797,0.19735098,1.3500869,0.038778782
PPIP5K2,-0.1866661,-0.07758066,-0.33182353,-0.34638718,0.23279935,0.33538565,-0.7740282,-0.28798133,0.24359748,0.15903115,-0.10861978,-0.14049709,0.42520687,0.053851306,0.8973174,-0.4920818
PPL,0.08574873,0.37898123,-0.011727214,-0.062827766,0.09062141,0.22276193,0.5922735,0.0052034855,0.20450354,0.2441153,0.10627955,0.15700907,-0.19579679,-0.2031058,0.28259903,-0.1413688
PPM1A,0.21992028,-0.23774058,-0.24096966,-0.32612383,0.2997756,0.3353402,-0.52663386,-0.1415953,0.43735653,-0.47329217,-0.07983446,0.20481944,0.42763203,0.0355497,0.26226044,0.4904911
PPM1B,-0.1352979,0.0012785196,-0.39420557,-0.028045475,0.33937097,0.21920502,-0.82581323,-0.33486915,0.26190877,-0.33406597,0.15427321,0.32948852,0.35621524,0.07105768,0.8989349,-0.72715414
PPM1D,-0.09825006,0.10044724,-0.26790798,-0.20108819,-0.15058145,0.47910735,-0.15689582,0.03503561,0.4596971,-0.2799742,0.045049936,-0.4740432,0.36403835,0.030861795,0.7780038,-0.52128285
PPM1F,-0.16500056,0.074633956,-0.18731952,-0.16735196,0.13586879,0.56072176,-0.004938245,-0.41054487,0.08576512,0.18345118,-0.016728044,-0.4973352,0.09134412,-0.0017762184,-0.20821393,-0.5228162
PPM1G,0.014168024,0.32075942,0.24927258,0.10146797,-0.4940778,-0.42814612,0.46655238,0.3610611,-0.4348427,0.3704667,0.24455786,-0.0936687,-0.33420324,0.1334846,0.80553293,-0.07686615
PPM1J,0.19266605,0.13986826,0.20678043,0.50527453,-0.3698945,-0.5336404,0.537765,0.04349351,-0.61611533,0.6846845,0.27918816,-0.36987662,-0.3283322,-0.0055909157,1.0559022,0.42176247
PPM1K,-0.18397868,0.44692457,-0.117370486,0.66953003,-0.24473071,-0.10614693,-0.0053852797,-0.04773438,0.05901754,0.05350411,0.22373497,-0.23115575,0.0044107437,0.09817779,1.4345795,-0.22825897
PPM1L,0.022679567,0.40100217,-0.11855364,0.25792122,-0.41854978,-0.1321137,0.13571382,-0.06981492,-0.30540824,-0.10035634,0.3205657,-0.024849176,-0.09716749,0.18520951,1.4257491,-0.0636518
PPM1M,-0.20538867,-0.050342083,-0.11391938,-0.30068755,0.064861774,0.23614764,-0.55713654,-0.106316805,-0.06585717,0.6356895,-0.19967258,-0.26344657,-0.00898838,-0.073581934,-0.25352836,-0.41401386
PPM1N,0.010502338,0.076437,0.25839806,-0.22217631,-0.08230209,0.10935664,-0.2281785,0.5210519,-0.39411187,0.17471313,-0.15434623,-0.15786886,-0.05094409,-0.12022555,0.19380748,-0.07160008
PPME1,0.33375472,-0.033047795,0.20998418,-0.22737831,0.2913475,-0.17395914,0.501357,0.2704978,0.033931434,0.10767877,-0.18589497,0.75344443,0.14924705,-0.035867095,0.36031902,0.36275387
PPOX,0.61256886,-0.011008978,0.016444921,0.0500679,0.2961576,-0.01911521,0.55758953,0.35440922,-0.07841587,0.16220808,-0.20577312,0.45241714,0.047576427,0.10380745,0.7560909,0.67065954
PPP1CA,-0.06882846,0.19951537,0.0020064414,-0.28042197,-0.3589943,-0.17432868,0.11082515,0.12483597,-0.12559518,0.7491693,-0.04893467,-0.4737392,-0.29371828,-0.023643672,0.19106716,-0.36023855
PPP1CB,-0.20867884,-0.20695627,-0.085137784,0.15181005,0.4063554,0.18440783,-1.1123985,-0.47117025,-0.10831654,-0.64893067,0.19606799,0.1295194,0.38517118,0.23496896,0.56881386,-0.24849176
PPP1CC,-0.13614297,-0.00071525574,-0.21706223,-0.27742684,-0.20290911,0.020736456,-0.47520995,-0.040251017,0.029215217,0.2096802,0.10085702,-0.32572448,0.31723976,0.06465316,1.5704304,-0.13889372
PPP1R10,-0.25952756,0.28212368,-0.2803892,0.12648404,-0.052702427,0.21699667,-0.040239096,0.21766424,0.47422945,0.33311546,-0.18540621,-0.4629135,-0.287956,-0.13626516,0.42577684,-0.7127106
PPP1R11,-0.062048435,0.040391088,0.45073628,0.030839443,-0.6719351,-0.46102405,0.48359036,0.42851567,-0.51963925,0.32628477,0.058734417,-0.5746126,-0.3099531,0.13052225,0.2442658,-0.3255129
PPP1R12A,-0.20175017,-0.060006604,-0.38415417,-0.23044236,0.26352182,0.4118953,-0.9470884,-0.20242073,0.20952784,-0.32337794,0.038724765,0.08764304,0.47916436,0.076701865,0.6533697,-0.56040025
PPP1R12B,0.1000613,0.29415637,-0.077329576,0.10264516,0.13501495,0.50051063,0.39306134,0.12701154,-0.12033582,-0.49518943,-0.12743324,-0.42890906,-0.17493665,0.21734983,0.39280057,-0.9893507
PPP1R12C,0.09109974,0.29056072,-0.053721666,0.5577028,0.019055605,0.24946332,0.35946965,-0.23748875,-0.41058064,0.58152676,-0.06776452,-0.4562497,-0.34535527,0.20617247,0.41323304,-0.6043196
PPP1R13B,-0.09532571,0.5090594,0.0218153,0.7892549,-0.29043555,-0.22395849,0.31093955,0.34361482,-0.015425682,0.084376335,0.3050208,-0.11544824,-0.31381845,0.11860132,1.0458946,-0.10404587
PPP1R13L,-0.15595257,0.5314201,0.28553307,0.35181046,-0.22564232,-0.26263893,0.5162716,-0.06197393,-0.30024946,0.45865476,0.1583606,0.08920431,-0.36774874,-0.11628568,0.87302625,0.20637214
PPP1R14A,-0.016224384,0.29328763,-0.21016896,0.07286072,0.013563037,-0.22987723,0.40749907,0.49428344,0.036880374,0.097846985,0.038141012,-0.053590536,-0.55679977,-0.25984645,0.57492554,0.7624358
PPP1R14B,0.079879165,0.16819239,0.2470851,0.21468699,-0.122371316,-0.5585104,0.27592182,0.081938505,-0.36547482,0.32268167,0.162673,0.049316883,-0.31918287,0.061145425,0.7949978,0.19257069
PPP1R15A,0.11433959,-0.0016510487,0.08276105,0.43809414,-0.02233982,-0.14921427,0.2996683,0.14915466,-0.23596883,-0.4242599,0.250113,0.22591352,-0.058931112,0.14228821,0.30289292,-0.034326315
PPP1R15B,-0.03373027,0.013038516,-0.23411214,0.26123524,0.10685027,0.15747845,-0.20668209,-0.1881957,0.10573566,-0.7068813,0.24752319,0.13029873,0.28059483,0.17793477,0.9698659,-0.5666256
PPP1R16A,0.16712546,0.43951273,0.15040636,0.41621327,-0.22111535,0.22277832,0.68846345,0.0813961,-0.3741026,0.54489374,-0.17319918,-0.18785596,-0.07493496,0.07349849,0.8360326,0.0808835
PPP1R16B,0.15767813,0.30186176,0.0011920929,0.8530557,-0.102353096,-0.35300255,0.08241534,0.03016591,-0.22963881,-0.10355711,0.3024578,0.19356608,-0.34396648,0.261122,0.85811615,-0.16598105
PPP1R17,0.20282269,-0.16038418,-0.09239912,-0.09727478,-0.4553795,-0.66901445,-0.2599001,-0.45294762,-0.6073952,0.04646778,0.32418966,0.29838085,-0.25681257,0.122106075,0.21625757,0.17986298
PPP1R18,-0.23043752,0.14966875,-0.0043541193,-0.10779053,-0.33667833,-0.18421412,-0.10369718,0.3332168,-0.014510751,-0.1907438,0.13937652,-0.35897195,-0.33803582,-0.027504563,-0.67867786,-0.68317056
PPP1R2,-0.17908812,-0.03260374,0.11458099,0.30877292,0.19756258,-0.09148419,-0.6643951,-0.21776855,-0.23445785,-0.42963624,0.19314885,-0.32377243,0.25267005,0.19466579,1.0881037,-0.45128167
PPP1R21,-0.29746443,-0.09714067,-0.15485734,-0.3455177,-0.11959225,0.38214773,-0.33343434,0.11666715,0.24119765,-0.0068172812,-0.15488714,-0.4585907,0.3461659,-0.0043958426,0.54905117,-0.66356957
PPP1R26,-0.118395686,0.60697496,-0.059860945,-0.5771518,-0.50255656,0.0918597,0.33959746,-0.006914139,-0.2747953,0.21537542,0.24683774,0.17310679,0.07813871,-0.09833574,0.86092055,-0.1968801
PPP1R37,0.08536577,0.4599929,0.25216937,0.31609535,-0.36981106,-0.0039994717,0.6326854,0.35031736,-0.4460603,0.5901694,-0.03015399,-0.20404458,-0.19002557,0.09817481,1.0031015,-0.016218424
PPP1R3B,-0.23393631,0.07690489,-0.1274705,-0.23184717,0.13929307,0.42503774,-0.7615894,-0.29921234,0.030192733,-0.4299611,0.17571747,0.14136136,0.14954507,0.033167005,-0.28652847,-0.6041795
PPP1R3D,-0.2618611,0.028038025,-0.22758543,-0.37005544,0.107610226,0.24407208,-0.81973076,-0.0028312206,0.3232926,0.011330843,-0.07349551,-0.073084235,0.16474128,-0.10668039,-0.18364489,-0.4045546
PPP1R3E,0.11203885,0.3910601,0.28376877,0.24147332,-0.024166703,0.24940223,0.63549876,0.0646323,-0.5386323,0.1055181,-0.15625358,-0.19734949,-0.07199049,0.055207312,0.898917,-0.41665435
PPP1R3F,-0.14406443,0.2877295,-0.021493435,0.115317106,-0.18635988,-0.25312304,0.037515163,0.48921108,0.0862062,0.54872036,-0.22005439,-0.7245779,-0.048291683,-0.055933,1.3571739,0.1278162
PPP1R7,-0.13670772,0.19474179,0.38526207,-0.4796505,-0.6989613,-0.24302453,0.5531728,0.2713263,-0.45709163,0.800927,0.0054836273,-0.49441606,-0.080905855,0.02311021,0.6901428,-0.09743422
PPP1R8,-0.14274418,0.17330647,-0.17091036,-0.054764748,-0.374794,-0.046885014,-0.2217114,-0.12942255,-0.06452799,0.51807165,0.18587112,-0.33167005,0.04606247,0.02308786,1.2179643,-0.16281009
PPP1R9A,0.05375743,0.29358268,0.0703156,1.025629,-0.022429228,-0.4640758,0.53958297,0.29093623,0.14816523,0.040447712,-0.11578202,0.25904775,-0.3988564,0.04886985,0.9513259,0.46489835
PPP1R9B,-0.104450434,0.5193852,-0.018956512,0.20192266,-0.5610898,0.019242615,0.6593742,-0.051940233,0.19111559,0.588353,0.13676882,-0.41188076,-0.22215322,0.0075392425,0.53326267,-0.49621314
PPP2CA,-0.16863495,-0.18822402,-0.018335134,-0.28449446,-0.041529536,-0.058890134,-0.5185783,-0.18542111,-0.18204898,-0.2209507,0.18907487,-0.26105493,0.19606724,0.13250038,0.71613044,-0.56030303
PPP2CB,-0.08107722,0.109001994,-0.17355382,-0.588876,-0.014540553,0.03761649,-0.48958063,-0.23725331,0.057917833,0.1865089,0.037556887,-0.17783642,0.3522277,0.07388592,1.3895452,-0.26123524
PPP2R1A,-0.17072558,0.50165653,0.21929741,0.34011602,-0.53406954,-0.48351288,0.24854541,0.19114614,-0.47754645,0.7656455,0.2614975,-0.020903349,-0.5938947,0.077587366,0.70911646,-0.35811663
PPP2R1B,-0.12483746,0.40508956,0.1154542,0.26243776,-0.17805845,-0.37069917,0.05365908,0.21636337,-0.092315674,0.16820282,0.16011447,0.4418984,0.003245473,-0.011475384,1.360713,-0.13309419
PPP2R2A,-0.13779104,-0.15993714,0.21933317,-0.31207204,-0.14126599,-0.0906229,0.033059716,0.20919144,-0.3224522,-0.54956377,-0.058448315,-0.4968524,0.10768473,0.09880662,0.30409694,-0.7602006
PPP2R2B,0.04745722,0.18895864,-0.061559677,0.6100416,-0.44931173,-0.13113022,0.23726225,0.1783967,-0.13287067,-0.07029772,0.23845434,-0.15021563,-0.12500286,0.27467012,1.2231946,0.081408024
PPP2R2D,-0.021314621,0.10969639,0.2450943,0.4500866,0.0155210495,-0.060272217,0.15041828,0.034475327,-0.40115118,-0.23988485,0.073206425,-0.2777338,-0.057053566,0.25178194,0.8311868,-0.6628156
PPP2R3A,-0.1947999,0.2356112,-0.2091527,-0.21812916,-0.019741058,0.18283725,-0.47715306,-0.14579296,0.43845773,0.41104555,0.1862824,-0.29127002,0.17969012,-0.11777282,0.69680214,0.04068017
PPP2R3B,0.19701421,-0.07258654,0.22343993,0.25298297,0.5290121,0.26893616,0.031155348,0.15555918,-0.49147606,-0.0251472,-0.46269596,-0.20899475,0.051423907,0.122109056,0.4077047,-0.47899783
PPP2R3C,-0.27314425,-0.2757877,0.12844801,-0.49806535,0.07444322,0.27911663,-0.5748123,0.012901425,-0.10496676,0.10801554,-0.2196908,-0.4828334,0.49628615,0.010946393,0.30382574,-0.42548776
PPP2R5A,-0.30707717,-0.25333166,-0.051254034,-0.17980337,0.14582872,0.16667247,-0.7682979,-0.044101477,0.16219616,-0.032019615,-0.24165809,-0.5905807,0.28511286,0.08728802,0.59292614,-0.71992874
PPP2R5B,0.44001043,0.004786253,0.2663046,-0.010940433,0.12948811,-0.0076770782,0.30418336,0.33890605,0.007262826,-0.15556812,-0.2622515,0.35583973,0.050258636,0.07290244,-0.17283559,0.38309693
PPP2R5C,-0.13442785,0.29610246,0.079615414,0.705792,0.0159204,-0.2111271,-0.4963085,-0.01912117,-0.28433353,-0.018884242,0.2440393,-0.057694316,-0.13631433,0.24085939,1.255624,-0.44421703
PPP2R5D,-0.16663074,0.34653544,0.17715096,0.36450624,-0.47600865,-0.46570897,0.28753877,0.32237768,-0.09370446,0.67409277,0.069373846,-0.057166815,-0.31774044,0.043702126,1.0454476,-0.33739805
PPP2R5E,-0.10882616,0.053167343,-0.1357317,0.27332306,-0.058496,-0.15558004,-0.51413774,-0.026214123,-0.032794476,-0.032126904,0.15798807,-0.034832954,0.04476309,0.1372695,1.3998151,-0.22323132
PPP3CA,-0.21862686,-0.080767274,-0.24470389,-0.18669069,0.077328086,0.44771135,-0.5995661,-0.17136037,0.25759637,-0.29468536,0.0081419945,-0.48421323,0.31678975,0.082182884,0.44219196,-0.57441294
PPP3CB,-0.24824142,-0.10897517,-0.15544891,-0.10392666,-0.049173832,-0.038522482,-0.8162111,-0.04681945,0.077450275,0.12306571,0.030642748,-0.11600256,0.25395155,0.06349683,1.3673842,-0.32203197
PPP3CC,0.0867486,0.19062757,-0.016129017,0.60388446,-0.28671026,-0.39262772,0.16584396,0.12136698,-0.2833426,0.12443066,0.22050142,-0.08164644,-0.24348497,0.22318363,1.2786269,-0.06632805
PPP3R1,-0.15209317,-0.0649631,-0.1728177,-0.2943635,0.017172098,0.1329422,-0.59488416,-0.2427131,0.20201206,-0.47804415,0.32342076,-0.27608573,0.077947974,0.05776882,0.30932426,-0.89651644
PPP4C,0.097842515,0.048324466,0.12671947,-0.33777058,-0.12034178,0.043660402,0.24279654,-0.017257035,-0.58737844,0.14543235,-0.057154894,-0.48651993,-0.32502413,0.110805035,-0.6918013,-0.6773174
PPP4R1,-0.1845859,-0.09658337,-0.42440295,-0.13041273,0.0019162893,0.44568405,-0.47666803,-0.15945509,0.31125024,-0.35354048,0.17242804,-0.27056634,0.103419274,0.08876696,0.025516003,-0.75823295
PPP4R2,-0.20358786,-0.18844232,-0.27419105,-0.3496632,0.35940558,0.31641722,-1.1777834,-0.2315864,0.115813315,-0.5498484,0.00949055,0.08550361,0.5230956,0.0670068,0.5694106,-0.38722605
PPP4R3A,-0.15821159,0.21205842,-0.24172962,0.5294442,-0.064602494,0.042924285,-0.051900744,-0.051376224,0.07317662,-0.041779876,0.097984076,-0.2537459,0.109007955,0.16698241,1.4358252,-0.58731735
