tissue,pc,score
blood,1,-79.31204223632812
blood,1,62.59260177612305
blood,1,36.18361282348633
blood,1,-2.9370858669281006
blood,1,53.60429000854492
blood,1,15.409841537475586
blood,1,-50.88341522216797
blood,1,23.56705093383789
blood,1,39.542724609375
blood,1,32.240455627441406
blood,1,0.09406939148902893
blood,1,110.31736755371094
blood,1,64.17674255371094
blood,1,-35.443721771240234
blood,1,65.10942077636719
blood,1,72.7398910522461
blood,1,36.12004852294922
blood,1,22.60098648071289
blood,1,-50.247406005859375
blood,1,-18.462465286254883
blood,1,60.510398864746094
blood,1,-8.04725456237793
blood,1,123.61318969726562
blood,1,42.36989974975586
blood,1,-71.74739837646484
blood,1,3.323467969894409
blood,1,-22.98026466369629
blood,1,-81.71183013916016
blood,1,-75.20391082763672
blood,1,-23.525135040283203
blood,1,-40.6554069519043
blood,1,7.355544090270996
blood,1,-13.47822380065918
blood,1,87.90223693847656
blood,1,55.36357879638672
blood,1,-6.097493648529053
blood,1,-40.58100509643555
blood,1,72.14784240722656
blood,1,-12.938254356384277
blood,1,134.94801330566406
blood,1,25.941749572753906
blood,1,-3.6219279766082764
blood,1,-52.7338981628418
blood,1,-21.248079299926758
blood,1,49.688987731933594
blood,1,68.74198150634766
blood,1,73.20713806152344
blood,1,81.1916732788086
blood,1,-43.4878044128418
blood,1,26.00928497314453
blood,1,-18.79346466064453
blood,1,59.54249572753906
blood,1,-8.33222770690918
blood,1,-20.19700813293457
blood,1,31.47270965576172
blood,1,66.53560638427734
blood,1,75.5675048828125
blood,1,-88.91947937011719
blood,1,35.23286437988281
blood,1,82.27982330322266
blood,1,22.423376083374023
blood,1,55.25445556640625
blood,1,-84.83065032958984
blood,1,21.360458374023438
blood,1,-28.214818954467773
blood,1,-1.9301847219467163
blood,1,-71.1807861328125
blood,1,-103.2952880859375
blood,1,54.96502685546875
blood,1,-34.700401306152344
blood,1,52.71607971191406
blood,1,81.0503921508789
blood,1,38.47616195678711
blood,1,97.90721893310547
blood,1,-40.283477783203125
blood,1,-24.803743362426758
blood,1,-23.785390853881836
blood,1,-66.92716979980469
blood,1,39.14844512939453
blood,1,131.7598876953125
blood,1,-32.25600814819336
blood,1,-5.645183086395264
blood,1,37.81443405151367
blood,1,76.8846664428711
blood,1,19.954561233520508
blood,1,-113.83634185791016
