rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library,var_explained,cum_var
1,Phagosome,0.0008584579699263,4.916383777023405,34.71150247258905,MSR1;MARCO;HLA-DMB;TAP2;TAP1;CTSS;THBS3,0.1022832455060148,0,0,63,pos,KEGG_2021_Human,0.00073137536,0.8950559
2,Antigen processing and presentation,0.001111774407674,6.929048120828943,47.12998547368564,HLA-DMB;TAP2;PSME1;TAP1;CTSS,0.1022832455060148,0,0,63,pos,KEGG_2021_Human,0.00073137536,0.8950559
3,Mitophagy,0.0047986051189846,6.293367346938775,33.6029944353692,UBB;CALCOCO2;CSNK2A2;FOXO3,0.2364137633814025,0,0,63,pos,KEGG_2021_Human,0.00073137536,0.8950559
1,Interferon Gamma Response,1.4671284327189212e-08,7.93721817551162,143.16657037615133,STAT1;P2RY14;SECTM1;TAP1;UBE2L6;PARP14;PSMB9;APOL6;SLC25A28;IRF1;PSME1;SERPING1;LAP3;VAMP5,6.161939417419469e-07,0,0,63,pos,MSigDB_Hallmark_2020,0.00073137536,0.8950559
2,Interferon Alpha Response,4.717380820060266e-08,11.925589836660617,201.1778672933404,SLC25A28;CSF1;IRF1;PSME1;TAP1;UBE2L6;LAP3;PARP14;GBP2;PSMB9,9.90649972212656e-07,0,0,63,pos,MSigDB_Hallmark_2020,0.00073137536,0.8950559
3,Inflammatory Response,0.0009340556104345,4.255208333333333,29.684225172013964,MSR1;MARCO;CSF3R;CSF1;SLC31A1;IRF1;LDLR;PVR,0.0098075839095632,0,0,63,pos,MSigDB_Hallmark_2020,0.00073137536,0.8950559
1,MYB mouse,0.0006040394207294,21.5221174764322,159.51916044937724,GSTM2;ANPEP;NOL3,0.0404294452524804,0,0,63,neg,TRRUST_Transcription_Factors_2019,0.00073137536,0.8950559
2,NR1H3 mouse,0.0006040394207294,21.5221174764322,159.51916044937724,ABCA1;SREBF1;ABCG1,0.0404294452524804,0,0,63,neg,TRRUST_Transcription_Factors_2019,0.00073137536,0.8950559
3,NR3C1 mouse,0.0008481701801219,18.82994923857868,133.17348392535672,NFKBIA;FAM89B;RUNX2,0.0404294452524804,0,0,63,neg,TRRUST_Transcription_Factors_2019,0.00073137536,0.8950559
1,Defense Response To Virus (GO:0051607),5.999999210568547e-08,7.751336898395722,128.89637207714642,APOBEC3H;EIF2AK2;ISG15;IFIT1;RNASE1;USP18;IFI44L;ISG20;CXCL10;TRIM7;IFI27;IRF7;NLRP1,8.147998927952085e-05,0,0,63,neg,GO_Biological_Process_2023,0.00073137536,0.8950559
2,Actin Filament-Based Transport (GO:0099515),1.3051359438883009e-06,33.82051282051282,458.2410056420293,MYO1C;MYO7B;MYO5A;FNBP1L;SYNE2,0.0008861873059001,0,0,63,neg,GO_Biological_Process_2023,0.00073137536,0.8950559
3,Defense Response To Symbiont (GO:0140546),2.4578211355476044e-06,7.498855835240275,96.85698658189388,ISG20;IFI27;APOBEC3H;IRF7;EIF2AK2;ISG15;NLRP1;IFIT1;RNASE1;IFI44L,0.0011125737006912,0,0,63,neg,GO_Biological_Process_2023,0.00073137536,0.8950559
1,Glutathione Conjugation R-HSA-156590,2.7868095991564837e-05,16.351530190239867,171.49530707153963,GSTM3;GSTM2;GSTM1;MGST3;GGT1,0.0174454280907195,0,0,63,neg,Reactome_2022,0.00073137536,0.8950559
2,Interferon Alpha/Beta Signaling R-HSA-909733,8.373603081935455e-05,9.24742268041237,86.81333560855745,ISG20;IFI27;IRF7;ISG15;IFIT1;USP18,0.0210589822129451,0,0,63,neg,Reactome_2022,0.00073137536,0.8950559
3,Phase II - Conjugation Of Compounds R-HSA-156580,0.0001009216399981,7.1450777202072535,65.74304750012564,SULT1A1;GSTM3;GSTM2;GSTM1;MGST3;GGT1;SULT1A2,0.0210589822129451,0,0,63,neg,Reactome_2022,0.00073137536,0.8950559
1,Glutathione metabolism,2.2021417496400147e-05,11.97634930260764,128.42832253074832,GSTM3;GSTM2;GSTM1;ANPEP;MGST3;GGT1,0.0044703477517692,0,0,63,neg,KEGG_2021_Human,0.00073137536,0.8950559
2,Pathways in cancer,0.0027428945593948,2.587760411289823,15.264529749930547,GSTM3;GSTM2;GSTM1;TPM3;MGST3;PTK2;GNAI2;PLD2;NFKBIA;BCL2L11;CCNE1;GNA11;GNAS,0.1338798235783971,0,0,63,neg,KEGG_2021_Human,0.00073137536,0.8950559
3,Fluid shear stress and atherosclerosis,0.0027729934287175,4.573366405704984,26.927194238518634,GSTM3;GSTM2;GSTM1;NOS3;MGST3;PTK2,0.1338798235783971,0,0,63,neg,KEGG_2021_Human,0.00073137536,0.8950559
1,Interferon Alpha Response,1.5090319959223033e-11,16.3170359052712,406.5710556320192,PNPT1;IFI44;EIF2AK2;ISG15;TDRD7;USP18;IFI44L;ISG20;CXCL10;IFI27;IRF7;CMPK2;HERC6,5.734321584504753e-10,0,0,63,neg,MSigDB_Hallmark_2020,0.00073137536,0.8950559
2,Interferon Gamma Response,1.7089170658264872e-09,8.596785975164353,173.54680844809113,PNPT1;EIF2AK2;IFI44;ISG15;TDRD7;IFIT1;USP18;IFI44L;ISG20;NFKBIA;CXCL10;IFI27;IRF7;CMPK2;HERC6,3.2469424250703264e-08,0,0,63,neg,MSigDB_Hallmark_2020,0.00073137536,0.8950559
3,Apoptosis,0.0012006916163843,4.626943005181347,31.115532561213737,ISG20;LGALS3;BCL2L11;GSTM1;NEFH;PTK2;ADD1,0.0152087604742016,0,0,63,neg,MSigDB_Hallmark_2020,0.00073137536,0.8950559
1,SP1 mouse,0.0004046125775666,3.955465587044535,30.90239350082321,ABCA1;SOCS3;NRP1;SCARB1;CSF1;NOS3;MRC1;MMP28;TIMP3;MFN2,0.0473396715752986,0,0,64,pos,TRRUST_Transcription_Factors_2019,0.0007176153,0.89577353
2,PPARG mouse,0.0015598806233641,8.763975155279503,56.64285082988862,SCARB1;CSF1;CAV1;CAT,0.0816954537789377,0,0,64,pos,TRRUST_Transcription_Factors_2019,0.0007176153,0.89577353
3,SP1 human,0.0029248646412828,2.6836262719703976,15.657636472757892,ABCA1;NOS3;CAV1;MMP28;CAT;PDGFB;TIMP3;ELMO3;SLC29A1;LTC4S;CES1;CTSB,0.0816954537789377,0,0,64,pos,TRRUST_Transcription_Factors_2019,0.0007176153,0.89577353
1,Receptor-Mediated Endocytosis (GO:0006898),3.5653313591737595e-09,11.425531914893616,222.24954780478237,RAMP2;CTTN;CAV1;MRC1;STAB1;PPT1;CLTB;AP2S1;ACKR3;CD9;ADRB2;AP2M1,5.397911677789072e-06,0,0,64,pos,GO_Biological_Process_2023,0.0007176153,0.89577353
2,Regulation Of Pinocytosis (GO:0048548),5.316209909646768e-05,60.28934010152284,593.3776232841345,AXL;CAV1;PPT1,0.0342478694945344,0,0,64,pos,GO_Biological_Process_2023,0.0007176153,0.89577353
3,Cholesterol Homeostasis (GO:0042632),8.373603081935455e-05,9.24742268041237,86.81333560855745,SCARB1;XBP1;CAV1;CNBP;ABCG1;CES1,0.0342478694945344,0,0,64,pos,GO_Biological_Process_2023,0.0007176153,0.89577353
1,Vesicle-mediated Transport R-HSA-5653656,1.7750149198713364e-06,3.653631284916201,48.380295704470015,COLEC12;GABARAPL2;SCARB1;SEC16A;DENND1A;CLTB;ADRB2;GAPVD1;RNASE1;EPN2;CTTN;AKT2;STAB1;AP2S1;YIPF6;TBC1D25;KDELR2;FOLR2;CNIH3;TBC1D10A;AP2M1,0.0012176602350317,0,0,64,pos,Reactome_2022,0.0007176153,0.89577353
2,Membrane Trafficking R-HSA-199991,3.45058331891089e-05,3.271566643339449,33.61332598918946,GABARAPL2;SEC16A;DENND1A;CLTB;ADRB2;GAPVD1;RNASE1;EPN2;CTTN;AKT2;AP2S1;YIPF6;TBC1D25;KDELR2;FOLR2;CNIH3;TBC1D10A;AP2M1,0.0118355007838643,0,0,64,pos,Reactome_2022,0.0007176153,0.89577353
3,"WNT5A-dependent Internalization Of FZD2, FZD5 And ROR2 R-HSA-5140745",0.0001532027194343,37.6751269035533,330.92884130781977,AP2S1;CLTB;AP2M1,0.0350323551773311,0,0,64,pos,Reactome_2022,0.0007176153,0.89577353
1,Endocytosis,0.0010141970350847,3.792321116928447,26.142965102123853,CAV1;IL2RA;AP2S1;CLTB;AGAP4;FOLR2;AP2M1;RAB11FIP5;EPN2,0.1381246344868437,0,0,64,pos,KEGG_2021_Human,0.0007176153,0.89577353
2,Amino sugar and nucleotide sugar metabolism,0.0013385699216315,9.16326530612245,60.625569437732594,CMAS;CYB5R3;HK1;GNE,0.1381246344868437,0,0,64,pos,KEGG_2021_Human,0.0007176153,0.89577353
3,Autophagy,0.0025798129561998,4.643660974266153,27.67639763160527,GABARAPL2;AKT2;DAPK2;RPS6KB2;WIPI2;CTSB,0.1381246344868437,0,0,64,pos,KEGG_2021_Human,0.0007176153,0.89577353
1,Estrogen Response Late,0.0009340556104345,4.255208333333333,29.684225172013964,SCARB1;XBP1;CISH;MDK;CAV1;SORD;CD9;SLC29A1,0.0214832790399956,0,0,64,pos,MSigDB_Hallmark_2020,0.0007176153,0.89577353
2,Oxidative Phosphorylation,0.0009340556104345,4.255208333333333,29.684225172013964,CYB5R3;ALAS1;UQCRB;NDUFA5;NDUFA1;MFN2;ATP6V1D;ATP5ME,0.0214832790399956,0,0,64,pos,MSigDB_Hallmark_2020,0.0007176153,0.89577353
3,IL-6/JAK/STAT3 Signaling,0.0018102494535835,6.165728580362726,38.93220216228463,SOCS3;CSF1;IL2RA;CD9;TNFRSF21,0.0256336817265138,0,0,64,pos,MSigDB_Hallmark_2020,0.0007176153,0.89577353
1,FOXF2 human,0.0026777674677022,33.323232323232325,197.36590289038227,MT1F;MT1E,0.1772794062726116,0,0,64,neg,TRRUST_Transcription_Factors_2019,0.0007176153,0.89577353
2,CEBPB human,0.0030565414874588,7.19533527696793,41.66438194796197,CR2;TNFAIP6;HBB;PCK2,0.1772794062726116,0,0,64,neg,TRRUST_Transcription_Factors_2019,0.0007176153,0.89577353
3,BCL3 mouse,0.0095900084936835,15.374514374514376,71.44588341233826,UBC;NFKB1,0.2744719195222501,0,0,64,neg,TRRUST_Transcription_Factors_2019,0.0007176153,0.89577353
1,Response To Zinc Ion (GO:0010043),4.294348465832447e-06,25.35897435897436,313.3915485176811,MT2A;MT1F;MT1X;PAM;MT1E,0.0050802142350797,0,0,64,neg,GO_Biological_Process_2023,0.0007176153,0.89577353
2,Cellular Response To Zinc Ion (GO:0071294),1.2150001455530944e-05,36.71428571428572,415.5389408534144,MT2A;MT1F;MT1X;MT1E,0.0071867258609465,0,0,64,neg,GO_Biological_Process_2023,0.0007176153,0.89577353
3,Cellular Response To Copper Ion (GO:0071280),4.146798801190002e-05,25.23469387755102,254.6329194525256,MT2A;MT1F;MT1X;MT1E,0.0163522099393592,0,0,64,neg,GO_Biological_Process_2023,0.0007176153,0.89577353
1,Metallothioneins Bind Metals R-HSA-5661231,3.031048397200008e-06,57.70553935860058,733.2413213987782,MT2A;MT1F;MT1X;MT1E,0.0020247403293296,0,0,64,neg,Reactome_2022,0.0007176153,0.89577353
2,Response To Metal Ions R-HSA-5660526,8.98018633910456e-06,40.38775510204081,469.325501273126,MT2A;MT1F;MT1X;MT1E,0.0029993822372609,0,0,64,neg,Reactome_2022,0.0007176153,0.89577353
3,Carboxyterminal Post-Translational Modifications Of Tubulin R-HSA-8955332,0.0007356418168161,10.900717043574186,78.64613599642355,TUBB6;TUBB2A;TPGS1;TUBB4B,0.1638029112110526,0,0,64,neg,Reactome_2022,0.0007176153,0.89577353
1,African trypanosomiasis,0.0004949472916124,12.224489795918368,93.04131653695896,IL18;HBB;APOA1;HBA1,0.094534932697986,0,0,64,neg,KEGG_2021_Human,0.0007176153,0.89577353
2,Malaria,0.0015598806233641,8.763975155279503,56.64285082988862,GYPC;IL18;HBB;HBA1,0.1430646301532476,0,0,64,neg,KEGG_2021_Human,0.0007176153,0.89577353
3,Mineral absorption,0.0030565414874588,7.19533527696793,41.66438194796197,MT2A;MT1F;MT1X;MT1E,0.1430646301532476,0,0,64,neg,KEGG_2021_Human,0.0007176153,0.89577353
1,TNF-alpha Signaling via NF-kB,3.46009496704238e-05,5.43213296398892,55.79685681599258,TGIF1;TUBB2A;TNFAIP6;TNIP1;TNFRSF9;KYNU;IL18;NFKB1;EIF1;RELB,0.0014186389364873,0,0,64,neg,MSigDB_Hallmark_2020,0.0007176153,0.89577353
2,Inflammatory Response,0.0009340556104345,4.255208333333333,29.684225172013964,TNFAIP6;TNFRSF9;IL18;EIF2AK2;SLC7A1;SCN1B;NFKB1;ACVR2A,0.0191481400139091,0,0,64,neg,MSigDB_Hallmark_2020,0.0007176153,0.89577353
3,Hypoxia,0.0040674004021623,3.684635829149776,20.28300352206346,MT2A;SIAH2;GBE1;NEDD4L;PAM;GAPDH;MT1E,0.0416908541221641,0,0,64,neg,MSigDB_Hallmark_2020,0.0007176153,0.89577353
1,NR1H3 mouse,0.0122596808748648,13.323232323232324,58.64139939765107,SREBF1;NR1H3,0.3502560642692341,0,0,65,pos,TRRUST_Transcription_Factors_2019,0.00069854426,0.8964721
2,MITF human,0.0276271829006745,8.323232323232324,29.871707121892776,KCNMA1;ACP5,0.3502560642692341,0,0,65,pos,TRRUST_Transcription_Factors_2019,0.00069854426,0.8964721
3,SIRT1 mouse,0.0276271829006745,8.323232323232324,29.871707121892776,SREBF1;TIMP1,0.3502560642692341,0,0,65,pos,TRRUST_Transcription_Factors_2019,0.00069854426,0.8964721
1,Cilium Assembly (GO:0060271),1.0815642613264431e-06,5.91513601488026,81.25682781316284,CCDC57;WDR19;RFX2;SCLT1;FUZ;WDR35;SPATA6;DYNC2LI1;IFT88;TTC8;RILPL1;NME8;ENKD1,0.0012859799067171,0,0,65,pos,GO_Biological_Process_2023,0.00069854426,0.8964721
2,Intraciliary Retrograde Transport (GO:0035721),6.464958568914984e-06,44.87755102040816,536.2469711319385,DYNC2LI1;WDR19;TTC21A;WDR35,0.0038434178692199,0,0,65,pos,GO_Biological_Process_2023,0.00069854426,0.8964721
3,Cilium Organization (GO:0044782),1.9535586583141508e-05,5.252310243093653,56.95223280984118,IFT88;TTC8;RILPL1;CCDC57;NME8;WDR19;RFX2;SCLT1;FUZ;WDR35;TTC17,0.0077426041491184,0,0,65,pos,GO_Biological_Process_2023,0.00069854426,0.8964721
1,"WNT5A-dependent Internalization Of FZD2, FZD5 And ROR2 R-HSA-5140745",0.0001532027194343,37.6751269035533,330.92884130781977,AP2S1;CLTB;AP2M1,0.0804314277030563,0,0,65,pos,Reactome_2022,0.00069854426,0.8964721
2,WNT5A-dependent Internalization Of FZD4 R-HSA-5099900,0.0004101764969352,25.111675126903556,195.84402098106767,CLTB;AP2S1;AP2M1,0.0876966939049849,0,0,65,pos,Reactome_2022,0.00069854426,0.8964721
3,VLDLR Internalisation And Degradation R-HSA-8866427,0.0005011239651713,23.178836392034363,176.1280286078286,AP2S1;NR1H3;AP2M1,0.0876966939049849,0,0,65,pos,Reactome_2022,0.00069854426,0.8964721
1,Endocrine and other factor-regulated calcium reabsorption,0.001937740092534,8.226155768429821,51.382484683548725,CLTB;AP2S1;ATP1B1;AP2M1,0.2610823281009728,0,0,65,pos,KEGG_2021_Human,0.00069854426,0.8964721
2,Riboflavin metabolism,0.0026777674677022,33.323232323232325,197.36590289038227,ACP5;BLVRB,0.2610823281009728,0,0,65,pos,KEGG_2021_Human,0.00069854426,0.8964721
3,Insulin resistance,0.0046165456406343,4.9034105053522525,26.371073964885344,SREBF1;AKT2;RPS6KB2;NR1H3;PPARGC1B,0.3000754666412348,0,0,65,pos,KEGG_2021_Human,0.00069854426,0.8964721
1,heme Metabolism,0.0154939907818328,3.1256244021681368,13.025424015927582,PIGQ;BMP2K;ACP5;BLVRB;BTRC;FBXO9,0.3022876118901426,0,0,65,pos,MSigDB_Hallmark_2020,0.00069854426,0.8964721
2,Interferon Alpha Response,0.0163398709129806,4.324555628703094,17.79185795383184,SAMD9L;IFI27;IFI44L;LY6E,0.3022876118901426,0,0,65,pos,MSigDB_Hallmark_2020,0.00069854426,0.8964721
3,Spermatogenesis,0.0467746106682468,3.064184452406917,9.383803603583353,POMC;IFT88;CLPB;SPATA6,0.3135379905676387,0,0,65,pos,MSigDB_Hallmark_2020,0.00069854426,0.8964721
1,NR3C2 mouse,0.0020216133697869,39.98989898989899,248.09171029141777,TSC22D3;FKBP5,0.149954978191328,0,0,65,neg,TRRUST_Transcription_Factors_2019,0.00069854426,0.8964721
2,FOXF2 human,0.0026777674677022,33.323232323232325,197.36590289038227,MT1F;MT1E,0.149954978191328,0,0,65,neg,TRRUST_Transcription_Factors_2019,0.00069854426,0.8964721
3,PPARG mouse,0.0136786260429923,6.400151204233719,27.468942123223947,CSF1;INSR;CAT,0.3192961495262785,0,0,65,neg,TRRUST_Transcription_Factors_2019,0.00069854426,0.8964721
1,Response To Zinc Ion (GO:0010043),1.4021228325364553e-07,32.199131850244164,508.1057862758166,MT2A;MT1M;MT1F;MT1X;D2HGDH;MT1E,0.0001617924328507,0,0,65,neg,GO_Biological_Process_2023,0.00069854426,0.8964721
2,Cellular Response To Zinc Ion (GO:0071294),2.632911844601255e-07,50.74358974358975,768.7656511195227,MT2A;MT1M;MT1F;MT1X;MT1E,0.0001617924328507,0,0,65,neg,GO_Biological_Process_2023,0.00069854426,0.8964721
3,Cellular Response To Copper Ion (GO:0071280),1.3051359438883009e-06,33.82051282051282,458.2410056420293,MT2A;MT1M;MT1F;MT1X;MT1E,0.0005346706916795,0,0,65,neg,GO_Biological_Process_2023,0.00069854426,0.8964721
1,Metallothioneins Bind Metals R-HSA-5661231,4.1847168846753544e-08,84.58974358974359,1437.1155985372875,MT2A;MT1M;MT1F;MT1X;MT1E,2.8874546504259945e-05,0,0,65,neg,Reactome_2022,0.00069854426,0.8964721
2,Response To Metal Ions R-HSA-5660526,1.7696212764855076e-07,56.38461538461539,876.6302276842081,MT2A;MT1M;MT1F;MT1X;MT1E,6.105193403875001e-05,0,0,65,neg,Reactome_2022,0.00069854426,0.8964721
3,MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058,0.0001344504786573,6.803108808290156,60.645052278137086,MAP2K3;NFKBIA;PPP2CA;SOCS1;UBB;IRAK2;NLRC5,0.0309236100912004,0,0,65,neg,Reactome_2022,0.00069854426,0.8964721
1,Mineral absorption,0.0003324843108549,9.205128205128204,73.72311591006364,MT2A;MT1M;MT1F;MT1X;MT1E,0.0628395347515921,0,0,65,neg,KEGG_2021_Human,0.00069854426,0.8964721
2,TNF signaling pathway,0.0053815720762053,4.71914689671699,24.65647950040891,MAP2K3;NFKBIA;CSF1;CCL20;MAPK13,0.3390390408009365,0,0,65,neg,KEGG_2021_Human,0.00069854426,0.8964721
3,Toxoplasmosis,0.0053815720762053,4.71914689671699,24.65647950040891,MAP2K3;NFKBIA;SOCS1;PIK3R6;MAPK13,0.3390390408009365,0,0,65,neg,KEGG_2021_Human,0.00069854426,0.8964721
1,IL-2/STAT5 Signaling,0.0009042939507854,4.277705061082025,29.97968028880589,CCND3;SOCS1;CSF1;IL3RA;SLC39A8;ITGAE;TNFRSF21;COCH,0.0191481400139091,0,0,65,neg,MSigDB_Hallmark_2020,0.00069854426,0.8964721
2,Interferon Gamma Response,0.0009340556104345,4.255208333333333,29.684225172013964,NFKBIA;MT2A;SOCS1;NLRC5;TXNIP;TRAFD1;SRI;IDO1,0.0191481400139091,0,0,65,neg,MSigDB_Hallmark_2020,0.00069854426,0.8964721
3,Interferon Alpha Response,0.002914283262067,5.492753623188406,32.067417227721045,PROCR;CSF1;TRAFD1;TXNIP;TMEM140,0.0398285379149157,0,0,65,neg,MSigDB_Hallmark_2020,0.00069854426,0.8964721
1,SRF mouse,9.868467811626748e-07,36.23809523809524,501.127597446276,ACTA2;TAGLN;TGFB1I1;KCNMB1;MYH11,0.0001026320652409,0,0,66,pos,TRRUST_Transcription_Factors_2019,0.0006814924,0.8971536
2,LMX1B human,0.0014535707837741,49.98989898989899,326.6206097208578,COL4A1;NLRP2,0.0755856807562545,0,0,66,pos,TRRUST_Transcription_Factors_2019,0.0006814924,0.8971536
3,RUNX1 human,0.0074150224240263,8.134037590890383,39.89133172446582,CSF1R;CSF1;MYL9,0.2175167042927382,0,0,66,pos,TRRUST_Transcription_Factors_2019,0.0006814924,0.8971536
1,Negative Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010801),8.98018633910456e-06,40.38775510204081,469.325501273126,SPRED1;SPRY2;CALM3;SIRT2,0.0134343587633004,0,0,66,pos,GO_Biological_Process_2023,0.0006814924,0.8971536
2,Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010799),2.7868095991564837e-05,16.351530190239867,171.49530707153963,SPRED1;TGFB1;SPRY2;CALM3;SIRT2,0.0208453358016904,0,0,66,pos,GO_Biological_Process_2023,0.0006814924,0.8971536
3,Regulation Of Fatty Acid Biosynthetic Process (GO:0042304),0.0001220850369095,18.346938775510203,165.32046257631316,NR1H2;NR1H3;SIRT2;WDTC1,0.0434933900384285,0,0,66,pos,GO_Biological_Process_2023,0.0006814924,0.8971536
1,cGMP Effects R-HSA-418457,0.0004101764969352,25.111675126903556,195.84402098106767,PDE1B;KCNMB1;KCNMB4,0.1314632193043606,0,0,66,pos,Reactome_2022,0.0006814924,0.8971536
2,Smooth Muscle Contraction R-HSA-445355,0.0008826236600453,10.34065934065934,72.72184139201934,ACTA2;TPM4;MYH11;MYL9,0.1314632193043606,0,0,66,pos,Reactome_2022,0.0006814924,0.8971536
3,NR1H2 And NR1H3 Regulate Gene Expression Linked To Triglyceride Lipolysis In Adipose R-HSA-9031528,0.0009754681839454,66.65656565656566,462.1028413784856,NR1H2;NR1H3,0.1314632193043606,0,0,66,pos,Reactome_2022,0.0006814924,0.8971536
1,Lysosome,0.0003067777204855,5.898728214790391,47.71709598685676,NPC2;NEU1;TPP1;ACP2;DNASE2;GNS;CTSC,0.0379432003910654,0,0,66,pos,KEGG_2021_Human,0.0006814924,0.8971536
2,Vascular smooth muscle contraction,0.0003871755141945,5.66321243523316,44.49377854852881,ACTA2;KCNMB1;ARAF;KCNMB4;MYH11;CALM3;MYL9,0.0379432003910654,0,0,66,pos,KEGG_2021_Human,0.0006814924,0.8971536
3,Antigen processing and presentation,0.0077816695485545,5.44015444015444,26.41730492570561,HLA-DMA;HSPA6;KIR2DL4;TAPBP,0.4670674724732625,0,0,66,pos,KEGG_2021_Human,0.0006814924,0.8971536
1,Apical Junction,0.0040674004021623,3.684635829149776,20.28300352206346,SHC1;EPB41L2;CLDN7;TSPAN4;MADCAM1;ACTN4;MYL9,0.1504938148800071,0,0,66,pos,MSigDB_Hallmark_2020,0.0006814924,0.8971536
2,Estrogen Response Early,0.0154939907818328,3.1256244021681368,13.025424015927582,OPN3;TMPRSS3;CLDN7;MYOF;UNC119;SNX24,0.1555489453173524,0,0,66,pos,MSigDB_Hallmark_2020,0.0006814924,0.8971536
3,Epithelial Mesenchymal Transition,0.0154939907818328,3.1256244021681368,13.025424015927582,ACTA2;TAGLN;TGFB1;TPM4;COL4A1;MYL9,0.1555489453173524,0,0,66,pos,MSigDB_Hallmark_2020,0.0006814924,0.8971536
1,NFKB1 human,5.707360141794728e-05,4.27922790085545,41.81305845304512,NFKBIA;SOCS3;THBD;IL1B;CCL2;HES1;NRF1;PTGDS;SOD2;CXCL2;IER3;HDAC7,0.0051465567992743,0,0,66,neg,TRRUST_Transcription_Factors_2019,0.0006814924,0.8971536
2,REL human,6.16354107697523e-05,22.428571428571427,217.428716911634,IL1B;CCL2;SOD2;IER3,0.0051465567992743,0,0,66,neg,TRRUST_Transcription_Factors_2019,0.0006814924,0.8971536
3,NFKB1 mouse,0.0001900166822654,4.837614100490667,41.45060631295679,NFKBIA;KCNIP2;IL1B;CCL2;HES1;NRF1;SOD2;CXCL2;TREM1,0.0097827080325727,0,0,66,neg,TRRUST_Transcription_Factors_2019,0.0006814924,0.8971536
1,Skin Development (GO:0043588),0.0005949605404203,8.032967032967033,59.66097044986614,MED1;ST14;AKR1C3;DHCR24;EREG,0.1420235883131587,0,0,66,neg,GO_Biological_Process_2023,0.0006814924,0.8971536
2,Neuron Projection Morphogenesis (GO:0048812),0.0006768736141276,5.130167368695717,37.44009477782712,GPM6A;PARD6B;NRN1;MAP1A;NOL3;PACSIN1;ZNF365,0.1420235883131587,0,0,66,neg,GO_Biological_Process_2023,0.0006814924,0.8971536
3,Regulation Of Apoptotic Process (GO:0042981),0.0007513141162177,2.5805693226585333,18.563807291504727,HRK;MED1;SPHK1;DAPK2;HTRA1;FHL2;DHCR24;NOL3;SOCS3;CLEC5A;MAP3K20;PPIF;PIM1;TRIM24;GAS6;SOX4;IER3,0.1420235883131587,0,0,66,neg,GO_Biological_Process_2023,0.0006814924,0.8971536
1,Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807,0.0007256543016025,6.032152699806063,43.60303471011706,SOCS3;SOCS1;IL1B;NDN;CCL2;RHOU,0.2158014848810977,0,0,66,neg,Reactome_2022,0.0006814924,0.8971536
2,DAP12 Interactions R-HSA-2172127,0.0008826236600453,10.34065934065934,72.72184139201934,CLEC5A;CD300LB;PIK3CB;TREM1,0.2158014848810977,0,0,66,neg,Reactome_2022,0.0006814924,0.8971536
3,Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933,0.0014960628556399,5.203013481363997,33.84517804978016,CD300LB;CD1D;CD1C;TREM1;LILRA4;NECTIN2,0.2438582454693066,0,0,66,neg,Reactome_2022,0.0006814924,0.8971536
1,Amoebiasis,8.576104979447662e-07,9.984968755277825,139.48118485808456,COL4A4;IL1B;COL4A3;CD1D;LAMC1;PIK3CB;CD1C;CXCL2;CD1A,0.0001663764366012,0,0,66,neg,KEGG_2021_Human,0.0006814924,0.8971536
2,AGE-RAGE signaling pathway in diabetic complications,6.570537771122418e-05,7.685609226140732,74.01495143325761,THBD;COL4A4;IL1B;COL4A3;PIM1;CCL2;PIK3CB,0.0063734216379887,0,0,66,neg,KEGG_2021_Human,0.0006814924,0.8971536
3,Osteoclast differentiation,0.000292439673832,5.948186528497409,48.40189365254897,NFKBIA;SOCS3;SOCS1;IL1B;FHL2;PIK3CB;LILRA4,0.0189110989078038,0,0,66,neg,KEGG_2021_Human,0.0006814924,0.8971536
1,TNF-alpha Signaling via NF-kB,1.4671284327189212e-08,7.93721817551162,143.16657037615133,SERPINB2;SPHK1;RNF19B;SOD2;CXCL2;NFKBIA;SOCS3;SPSB1;SNN;TNIP1;IL1B;CCL2;HES1;IER3,6.015226574147577e-07,0,0,66,neg,MSigDB_Hallmark_2020,0.0006814924,0.8971536
2,Interferon Gamma Response,0.0009340556104345,4.255208333333333,29.684225172013964,NFKBIA;SOCS3;ARL4A;SOCS1;PIM1;CCL2;SOD2;IDO1,0.0095740700069545,0,0,66,neg,MSigDB_Hallmark_2020,0.0006814924,0.8971536
3,Inflammatory Response,0.0009340556104345,4.255208333333333,29.684225172013964,NFKBIA;ADGRE1;SPHK1;IL1B;CLEC5A;LPAR1;CCL2;EREG,0.0095740700069545,0,0,66,neg,MSigDB_Hallmark_2020,0.0006814924,0.8971536
1,SP1 human,0.0009705714007408,2.929327880884974,20.32258005906255,PGLYRP2;CBFB;SYP;CYP27A1;THBD;AMACR;UBC;PHGDH;CD14;TIMP1;ITGA5;LDLR;SLC19A2,0.0976077033036569,0,0,67,pos,TRRUST_Transcription_Factors_2019,0.000649493,0.8978031
2,STAT1 human,0.0015493286238675,6.40084388185654,41.41303482134472,IRF7;TIMP1;XAF1;IFIT3;S100A10,0.0976077033036569,0,0,67,pos,TRRUST_Transcription_Factors_2019,0.000649493,0.8978031
