pc,var_explained_pct,cum_var_pct,pos_term,pos_library,pos_adj_p,neg_term,neg_library,neg_adj_p,best_continuous_var,best_continuous_rho,best_categorical_var,best_categorical_eta2
102,0.03743544,91.49201500000001,NR1H2 And NR1H3-mediated Signaling R-HSA-9024446,Reactome_2022,0.0427973479028149,Cholesterol Homeostasis,MSigDB_Hallmark_2020,0.0041015458383899,AGE_mid,0.083798982494566,SMNABTCH,0.1601371245656934
103,0.037343564,91.52936,HIVEP2 human,TRRUST_Transcription_Factors_2019,2.3643481603973143e-05,IL-2/STAT5 Signaling,MSigDB_Hallmark_2020,3.388293571110212e-05,SMRDLGTH,0.0686749793104541,SMNABTCH,0.156230119363524
104,0.037093204,91.56645,Signaling By MST1 R-HSA-8852405,Reactome_2022,0.1224063628260578,STAT4 human,TRRUST_Transcription_Factors_2019,0.0209887725625118,AGE_mid,0.0612289343958794,SMNABTCH,0.1634331070685588
105,0.036443249999999996,91.60289,Striated Muscle Contraction (GO:0006941),GO_Biological_Process_2023,3.080243994064074e-07,Protein Localization To Membrane (GO:0072657),GO_Biological_Process_2023,0.0312910916836057,SMRDLGTH,0.0420938366604429,SMNABTCH,0.1467819188533799
106,0.036261408,91.639155,Cholesterol Homeostasis,MSigDB_Hallmark_2020,0.0037109224252099,TNF-alpha Signaling via NF-kB,MSigDB_Hallmark_2020,3.1479489330926854e-05,SMRDLGTH,0.057260329801435,SMNABTCH,0.1259458522629982
107,0.035810110000000006,91.674966,Fatty Acid Metabolism,MSigDB_Hallmark_2020,0.0083655355689771,Estrogen Response Early,MSigDB_Hallmark_2020,0.0354941131965145,AGE_mid,0.0420341400871463,SMNABTCH,0.1851796875414587
108,0.035374102,91.71034,Cholesterol Biosynthesis R-HSA-191273,Reactome_2022,1.940414302425229e-06,Metallothioneins Bind Metals R-HSA-5661231,Reactome_2022,2.3601803229568995e-05,AGE_mid,0.1175960460435619,SMNABTCH,0.1288607694404798
109,0.035070773,91.74541,Cholesterol Homeostasis,MSigDB_Hallmark_2020,0.0306622359083014,Inflammatory Response,MSigDB_Hallmark_2020,0.0072206339260876,AGE_mid,0.1018367964096083,SMNABTCH,0.2108343666348762
110,0.034889962999999996,91.780305,Glutathione metabolism,KEGG_2021_Human,0.0378666166365791,Cholesterol Homeostasis,MSigDB_Hallmark_2020,2.7550933184798585e-05,AGE_mid,0.0690019782729305,SMNABTCH,0.1827247752933821
111,0.03454997,91.81486,Coagulation,MSigDB_Hallmark_2020,0.014024827810472,Epithelial Mesenchymal Transition,MSigDB_Hallmark_2020,0.0308238351443415,SMRDLGTH,0.0864168691631315,SMNABTCH,0.227758034062469
112,0.0341252,91.84898,FOXF2 human,TRRUST_Transcription_Factors_2019,0.0053693720087432,Regulation Of Respiratory Burst (GO:0060263),GO_Biological_Process_2023,0.0021481825242675,AGE_mid,0.0249430713109959,SMNABTCH,0.1796182634291464
113,0.033566200000000004,91.88254500000001,ECM-receptor interaction,KEGG_2021_Human,0.0057935926732423,TNF-alpha Signaling via NF-kB,MSigDB_Hallmark_2020,0.0006401175689028,AGE_mid,0.0350370252044629,SMNABTCH,0.1060260456606084
114,0.033391136,91.915935,Cholesterol Homeostasis,MSigDB_Hallmark_2020,0.0036132665719149,Myogenesis,MSigDB_Hallmark_2020,0.0079807006551494,SMRDLGTH,0.0970512781950954,SMNABTCH,0.1745645102276168
115,0.032978662,91.948915,Defective HDR Thru Homologous Recombination (HRR) Due To BRCA1 Loss-Of-Function R-HSA-9701192,Reactome_2022,0.0291085166925346,Skeletal Muscle Contraction (GO:0003009),GO_Biological_Process_2023,0.0009391632082558,AGE_mid,0.0448810236397436,SMNABTCH,0.1717011243381806
116,0.032758104,91.981673,Chemokine Receptors Bind Chemokines R-HSA-380108,Reactome_2022,0.0108078872256486,Cholesterol Biosynthesis R-HSA-191273,Reactome_2022,0.002225536771568,SMRIN,0.0889160562716706,SMNABTCH,0.2888835947439362
117,0.031973995,92.013645,NR1H2 And NR1H3-mediated Signaling R-HSA-9024446,Reactome_2022,0.0001828424063597,Cholesterol Homeostasis,MSigDB_Hallmark_2020,0.0121427229356497,SMTSISCH,0.046483900078859,SMNABTCH,0.1595714507927325
118,0.031899655,92.045546,MEN1 mouse,TRRUST_Transcription_Factors_2019,0.1340825340260789,Blood Vessel Diameter Maintenance (GO:0097746),GO_Biological_Process_2023,0.3450511382287336,AGE_mid,0.1235723227942551,SMNABTCH,0.229263484065925
119,0.031454425,92.077,Skeletal Muscle Contraction (GO:0003009),GO_Biological_Process_2023,0.0204496874524412,Herpes simplex virus 1 infection,KEGG_2021_Human,0.0080292692335993,AGE_mid,0.0852798427273985,SMNABTCH,0.1714834702073225
120,0.031127672999999998,92.108124,EPAS1 mouse,TRRUST_Transcription_Factors_2019,0.4187451969756273,TNF-alpha Signaling via NF-kB,MSigDB_Hallmark_2020,4.774959008299482e-06,SMRIN,0.0502692727652339,SMNABTCH,0.2004451965053339
121,0.030956476000000004,92.139083,Epithelial Mesenchymal Transition,MSigDB_Hallmark_2020,0.004377315123302,IL-2/STAT5 Signaling,MSigDB_Hallmark_2020,0.0013593690950002,SMRDLGTH,0.0721776723642305,SMNABTCH,0.1961769952312262
122,0.030863803000000002,92.169946,Regulation Of Astrocyte Differentiation (GO:0048710),GO_Biological_Process_2023,0.1177774765772806,Cholesterol Biosynthesis R-HSA-191273,Reactome_2022,0.0545720114985663,AGE_mid,0.1050242885346719,SMNABTCH,0.1801243899569905
123,0.030673179999999998,92.20062,Coagulation,MSigDB_Hallmark_2020,0.0030408201138673,Regulation Of Dendritic Cell Differentiation (GO:2001198),GO_Biological_Process_2023,0.1431143544977194,AGE_mid,0.0608349359927232,SMNABTCH,0.2108068260892647
124,0.030277006,92.2309,Xenobiotic Catabolic Process (GO:0042178),GO_Biological_Process_2023,0.0407911384577292,NFIC mouse,TRRUST_Transcription_Factors_2019,0.0150138665045705,SMRDLGTH,0.0806281756898623,SMNABTCH,0.1467301470304513
125,0.030044458,92.260945,Cholesterol Homeostasis,MSigDB_Hallmark_2020,0.0003861035834399,Xenobiotic Metabolism,MSigDB_Hallmark_2020,0.0555878054962188,AGE_mid,0.0675210819089245,SMNABTCH,0.1835905988610426
126,0.029802190000000003,92.29075,SP1 human,TRRUST_Transcription_Factors_2019,0.2704396063800927,IRF1 human,TRRUST_Transcription_Factors_2019,0.0224529996894356,SMRIN,0.0503528122011426,SMNABTCH,0.2567867510222765
127,0.02967963,92.320424,Myogenesis,MSigDB_Hallmark_2020,0.0076006672906185,TNF-alpha Signaling via NF-kB,MSigDB_Hallmark_2020,0.0191481400139091,SMRDLGTH,0.0488941560509059,SMNABTCH,0.1243158353279315
128,0.02963933,92.350066,NR1H2 And NR1H3-mediated Signaling R-HSA-9024446,Reactome_2022,0.0029207000870277,Mitochondrial Ribosome Assembly (GO:0061668),GO_Biological_Process_2023,0.073693842569155,AGE_mid,0.0813106526639337,SMNABTCH,0.1294006822932834
129,0.029201858,92.379266,Herpes simplex virus 1 infection,KEGG_2021_Human,4.4048452278186495e-08,Fluid shear stress and atherosclerosis,KEGG_2021_Human,0.0002793138529037,AGE_mid,0.0992620889868919,SMNABTCH,0.1895421319093898
130,0.028875237,92.40814,Peptide Cross-Linking (GO:0018149),GO_Biological_Process_2023,0.1741960318626829,Low-Density Lipoprotein Particle Remodeling (GO:0034374),GO_Biological_Process_2023,0.1510582159138357,AGE_mid,0.0529747437252204,SMNABTCH,0.1249688084792233
131,0.028725746000000003,92.43686,Oxygen Transport (GO:0015671),GO_Biological_Process_2023,0.0018383308529018,Reverse Cholesterol Transport (GO:0043691),GO_Biological_Process_2023,0.0199792634397363,SMRDLGTH,0.0137223628750273,SMNABTCH,0.1889780263454968
132,0.028645125,92.46551,Skeletal Muscle Contraction (GO:0003009),GO_Biological_Process_2023,0.0007957557142151,Graft-versus-host disease,KEGG_2021_Human,9.009617921406406e-07,SMRIN,0.061997870909097,SMNABTCH,0.1200527905571272
133,0.02835472,92.49386000000001,RELA human,TRRUST_Transcription_Factors_2019,0.2718170576859335,Metallothioneins Bind Metals R-HSA-5661231,Reactome_2022,1.6362243019080632e-05,DTHHRDY,0.0452115310148393,SMNABTCH,0.1405817619516911
134,0.028256635,92.52212,Serine Family Amino Acid Metabolic Process (GO:0009069),GO_Biological_Process_2023,0.0106864217435344,Epithelial Mesenchymal Transition,MSigDB_Hallmark_2020,0.0336260019756453,AGE_mid,0.0904594391464178,SMNABTCH,0.1814453241398761
135,0.028215282,92.55033999999999,Arrhythmogenic right ventricular cardiomyopathy,KEGG_2021_Human,0.0223118799192196,PPAR signaling pathway,KEGG_2021_Human,0.0018293955501082,AGE_mid,0.0531246640077443,SMNABTCH,0.1653097298561498
136,0.0280391,92.57837500000001,Activation Of Matrix Metalloproteinases R-HSA-1592389,Reactome_2022,0.0926754843047658,Herpes simplex virus 1 infection,KEGG_2021_Human,1.149443841057105e-06,SMRIN,0.0580801926258953,SMNABTCH,0.108188721555612
137,0.027845663,92.60622,Xenobiotic Catabolic Process (GO:0042178),GO_Biological_Process_2023,0.0477456932111782,Neuronal Ion Channel Clustering (GO:0045161),GO_Biological_Process_2023,0.0601794961772014,SMRIN,0.0565018621033435,SMNABTCH,0.1877213400156564
138,0.027525797,92.63375,Cholesterol Biosynthesis R-HSA-191273,Reactome_2022,9.598597564259929e-05,Xenobiotic Catabolic Process (GO:0042178),GO_Biological_Process_2023,0.0321313803753097,AGE_mid,0.1386687821817547,SMNABTCH,0.2005785137108476
139,0.02730934,92.66105999999999,Cholesterol Homeostasis,MSigDB_Hallmark_2020,0.0041015458383899,Intermediate Filament Organization (GO:0045109),GO_Biological_Process_2023,0.0064541664669062,AGE_mid,0.028902795007007,SMNABTCH,0.1511030258995697
140,0.027134886,92.68819,Inflammatory Response,MSigDB_Hallmark_2020,0.0382962800278183,Striated Muscle Contraction R-HSA-390522,Reactome_2022,0.1325619096842917,SMRIN,0.0614033410516,SMNABTCH,0.2064512406946908
141,0.0268845,92.71507,Fatty acid degradation,KEGG_2021_Human,0.0093031443701938,PRDM1 mouse,TRRUST_Transcription_Factors_2019,0.1475490103598628,SMRDLGTH,0.0416520110972588,SMGEBTCH,0.0812300470244468
142,0.026808639999999998,92.74188,Metabolism of xenobiotics by cytochrome P450,KEGG_2021_Human,0.0009567421058134,Cellular Response To Zinc Ion (GO:0071294),GO_Biological_Process_2023,4.957090727096642e-06,AGE_mid,0.0574914896791632,SMNABTCH,0.1269299615410438
143,0.026679577000000003,92.76856,"Negative Regulation Of CD4-positive, Alpha-Beta T Cell Proliferation (GO:2000562)",GO_Biological_Process_2023,0.0219479867754121,Glyoxylate and dicarboxylate metabolism,KEGG_2021_Human,0.0390431463205224,SMTSISCH,0.0682400870798811,SMNABTCH,0.210584679114977
144,0.02659426,92.79516,Cholesterol Homeostasis,MSigDB_Hallmark_2020,0.0041992016916849,Reverse Cholesterol Transport (GO:0043691),GO_Biological_Process_2023,0.0187898302180625,SMRDLGTH,0.0720113165195225,SMGEBTCH,0.136910209398594
145,0.026254175,92.82141299999999,Regulation Of Endocytosis (GO:0030100),GO_Biological_Process_2023,0.0684721680903526,NR1H2 And NR1H3 Regulate Gene Expression To Limit Cholesterol Uptake R-HSA-9031525,Reactome_2022,0.0035234025348031,SMRIN,0.0600449060871252,SMNABTCH,0.1513963551683507
146,0.025994517,92.847407,Epithelial Mesenchymal Transition,MSigDB_Hallmark_2020,0.0072206339260876,Coagulation,MSigDB_Hallmark_2020,0.0177470565982572,AGE_mid,0.0340526554702461,SMNABTCH,0.1900440807710014
147,0.025936486999999998,92.87334,Propanoate metabolism,KEGG_2021_Human,0.0611930022495031,SRF mouse,TRRUST_Transcription_Factors_2019,0.0026413933919349,SMRDLGTH,0.0508104880729072,SMNABTCH,0.1102563734978439
148,0.025824247999999998,92.89917,Herpes simplex virus 1 infection,KEGG_2021_Human,0.0423659356821786,Glutathione Conjugation R-HSA-156590,Reactome_2022,0.0005445865393168,SMTSISCH,0.0542341055718071,SMGEBTCH,0.1369116263452373
149,0.025754,92.92492,TNF-alpha Signaling via NF-kB,MSigDB_Hallmark_2020,0.0270155613686477,Neuron Projection Morphogenesis (GO:0048812),GO_Biological_Process_2023,0.1230451258334995,AGE_mid,0.0537095434004348,SMNABTCH,0.1680019201757141
150,0.025608818000000002,92.95053,Antigen processing and presentation,KEGG_2021_Human,0.0016963272868199,Positive Regulation Of Phospholipid Transport (GO:2001140),GO_Biological_Process_2023,0.1197670715678953,AGE_mid,0.0835085480783494,SMNABTCH,0.1564912246406579
151,0.025562095000000003,92.976093,PPARA mouse,TRRUST_Transcription_Factors_2019,0.1117374895780359,FOXO1 mouse,TRRUST_Transcription_Factors_2019,0.1807845797256547,SMRIN,0.040283439702067,SMNABTCH,0.1570200395512656
152,0.025414227,93.00151,Negative Regulation Of Leukocyte Degranulation (GO:0043301),GO_Biological_Process_2023,0.0294252218498948,Bile Acid Metabolism,MSigDB_Hallmark_2020,0.0048402172316661,SMTSISCH,0.0152519415703056,SMNABTCH,0.1341924631242102
153,0.025255574,93.026763,Herpes simplex virus 1 infection,KEGG_2021_Human,0.007725459046382,RUNX1 human,TRRUST_Transcription_Factors_2019,0.0067338038790907,SMRDLGTH,0.0749938853918135,SMGEBTCH,0.1244213215119804
154,0.025104932,93.05187000000001,mTORC1 Signaling,MSigDB_Hallmark_2020,0.0373622244173837,Herpes simplex virus 1 infection,KEGG_2021_Human,0.0272318014700503,DTHHRDY,0.0316330659570607,SMNABTCH,0.1484379851821685
155,0.025052213,93.07692,NAD Metabolic Process (GO:0019674),GO_Biological_Process_2023,0.0639775563790028,NFIC mouse,TRRUST_Transcription_Factors_2019,0.0165458936989144,AGE_mid,0.0424202137195843,SMNABTCH,0.145657584347933
156,0.024660185,93.10158,Herpes simplex virus 1 infection,KEGG_2021_Human,0.0153851985706499,TNF-alpha Signaling via NF-kB,MSigDB_Hallmark_2020,0.0392303356382529,AGE_mid,0.0558272276097083,SMNABTCH,0.1286846437916611
157,0.024514747,93.12609400000001,High-Density Lipoprotein Particle Remodeling (GO:0034375),GO_Biological_Process_2023,0.2217733710101096,Bile Acid Metabolism,MSigDB_Hallmark_2020,0.1560655902099549,SMRDLGTH,0.0203301169418488,SMNABTCH,0.1776806867713658
158,0.0244457,93.15054,Glutathione Conjugation R-HSA-156590,Reactome_2022,0.1846312594885851,Serine Family Amino Acid Biosynthetic Process (GO:0009070),GO_Biological_Process_2023,0.0925032829670929,SMRIN,0.0668357239590618,SMNABTCH,0.2335707566266764
159,0.024312765,93.17484999999999,Metallothioneins Bind Metals R-HSA-5661231,Reactome_2022,1.8329059954878048e-05,Epithelial Mesenchymal Transition,MSigDB_Hallmark_2020,0.0076006672906185,AGE_mid,0.0533324062115727,SMNABTCH,0.136411703984266
160,0.024246985999999998,93.1991,Xenobiotic Catabolic Process (GO:0042178),GO_Biological_Process_2023,0.040088995910506,KRAS Signaling Up,MSigDB_Hallmark_2020,0.0382962800278183,SMTSISCH,0.0193843336645811,SMNABTCH,0.1738424999250692
161,0.024071503,93.22317,Neutrophil Degranulation R-HSA-6798695,Reactome_2022,0.1155463738192468,Epithelial Mesenchymal Transition,MSigDB_Hallmark_2020,0.0068406005615566,SMRDLGTH,0.0555752735582264,SMNABTCH,0.2200849807222201
162,0.02393232,93.24710400000001,CEBPA human,TRRUST_Transcription_Factors_2019,0.1242865980502054,IL-2/STAT5 Signaling,MSigDB_Hallmark_2020,0.0379803459329903,SMRIN,0.0459351730678574,SMNABTCH,0.1641010380924803
163,0.023827262000000002,93.27093400000001,Peptide Cross-Linking (GO:0018149),GO_Biological_Process_2023,0.1476229977523802,Xenobiotic Metabolism,MSigDB_Hallmark_2020,0.0308238351443415,SMRDLGTH,0.055715311097116,SMNABTCH,0.1204754237562333
164,0.023530578,93.294466,RHO GTPases Activate ROCKs R-HSA-5627117,Reactome_2022,0.006745459383269,Diseases Associated With Surfactant Metabolism R-HSA-5687613,Reactome_2022,0.0318205473852837,AGE_mid,0.0209053404114254,SMNABTCH,0.2001176136628724
165,0.023501519000000002,93.31796999999999,mTORC1 Signaling,MSigDB_Hallmark_2020,0.0013840379868169,IL-2/STAT5 Signaling,MSigDB_Hallmark_2020,0.0307459943267064,SMTSISCH,0.0558363814496484,SMNABTCH,0.2231763998245597
166,0.023405967,93.341374,Glutathione Conjugation R-HSA-156590,Reactome_2022,0.0149930356434618,Staphylococcus aureus infection,KEGG_2021_Human,0.169213334090311,SMRIN,0.0443514379392895,SMNABTCH,0.2038828886767898
167,0.023291704,93.36467,Nitric Oxide Stimulates Guanylate Cyclase R-HSA-392154,Reactome_2022,0.0240912640865582,STAT5A mouse,TRRUST_Transcription_Factors_2019,0.1009218356512757,SMRIN,0.0327216536221573,SMNABTCH,0.131271165757627
168,0.023161068,93.38783000000001,Phagosome,KEGG_2021_Human,0.0251972661525742,High-Density Lipoprotein Particle Remodeling (GO:0034375),GO_Biological_Process_2023,0.270606941192525,DTHHRDY,0.0204188033521076,SMNABTCH,0.0979457782184931
169,0.023031747,93.41086,HIVEP2 human,TRRUST_Transcription_Factors_2019,0.0019076827838154,Bundle Of His cell-Purkinje Myocyte Adhesion Involved In Cell Communication (GO:0086073),GO_Biological_Process_2023,0.0067186403766699,SMRIN,0.0570335315217699,SMNABTCH,0.1693643744180859
170,0.022854114999999998,93.433714,Metallothioneins Bind Metals R-HSA-5661231,Reactome_2022,0.0012487919396464,Negative Regulation Of Protein Kinase Activity (GO:0006469),GO_Biological_Process_2023,0.2078638202408284,AGE_mid,0.0828863572271708,SMNABTCH,0.1710217516653298
171,0.022808762,93.456525,Cholesterol Homeostasis,MSigDB_Hallmark_2020,0.1177543299419293,Herpes simplex virus 1 infection,KEGG_2021_Human,0.0860811719911104,AGE_mid,0.0449267295742053,SMNABTCH,0.1868531231503621
172,0.022607850999999998,93.47913,Herpes simplex virus 1 infection,KEGG_2021_Human,2.416252496941048e-05,Phospholipid Homeostasis (GO:0055091),GO_Biological_Process_2023,0.1373079664569478,SMRIN,0.0730663416597836,SMNABTCH,0.1418146462208613
173,0.022553676,93.50169000000001,p53 Pathway,MSigDB_Hallmark_2020,0.024614178135879,heme Metabolism,MSigDB_Hallmark_2020,0.1504938148800071,SMRDLGTH,0.0997788848550804,SMNABTCH,0.1849243261947019
174,0.022492015,93.52418,Herpes simplex virus 1 infection,KEGG_2021_Human,0.0019616113160588,Herpes simplex virus 1 infection,KEGG_2021_Human,0.0004843431051,AGE_mid,0.0539645451791848,SMNABTCH,0.1737584043769572
175,0.022438134999999998,93.54662,GATA1 human,TRRUST_Transcription_Factors_2019,0.1556205486816577,Serine Family Amino Acid Metabolic Process (GO:0009069),GO_Biological_Process_2023,0.0103182341036311,DTHHRDY,0.0215835620969183,SMNABTCH,0.2073376657750796
176,0.02230615,93.56892,Positive Regulation Of Stress Fiber Assembly (GO:0051496),GO_Biological_Process_2023,0.0048577604069579,Myogenesis,MSigDB_Hallmark_2020,0.0345600575860799,AGE_mid,0.1023455233323117,SMNABTCH,0.1511100174064437
177,0.022220884,93.59114,UV Response Dn,MSigDB_Hallmark_2020,0.1807632257880493,MYCN mouse,TRRUST_Transcription_Factors_2019,0.3012896686613456,SMRDLGTH,0.0467569660779856,SMNABTCH,0.2051455049363932
178,0.022089602,93.61323,Interferon Alpha/Beta Signaling R-HSA-909733,Reactome_2022,0.0494042581834191,IL-2/STAT5 Signaling,MSigDB_Hallmark_2020,0.1177543299419293,AGE_mid,0.0455159326639898,SMNABTCH,0.2313060277833796
179,0.022035635,93.635267,Herpes simplex virus 1 infection,KEGG_2021_Human,0.0063366124762459,IL-2/STAT5 Signaling,MSigDB_Hallmark_2020,0.0343631701298483,SMTSISCH,0.0318059507234134,SMNABTCH,0.1626233663677173
180,0.021916084,93.657184,Metabolism of xenobiotics by cytochrome P450,KEGG_2021_Human,0.0111822187067637,DNMT3A human,TRRUST_Transcription_Factors_2019,0.0098152932233213,SMRDLGTH,0.0713918395721687,SMNABTCH,0.1453612553545954
181,0.021889668,93.67907,Cholesterol metabolism,KEGG_2021_Human,0.0302046868974146,Inflammatory Response,MSigDB_Hallmark_2020,0.0076006672906185,SMRDLGTH,0.0584439047092153,SMGEBTCH,0.1123962077175418
182,0.021656018000000003,93.70072499999999,Regulation Of Calcium Ion-Dependent Exocytosis (GO:0017158),GO_Biological_Process_2023,0.1728395247750477,NR1H3 mouse,TRRUST_Transcription_Factors_2019,0.0404706411888753,SMTSISCH,0.0339362182058154,SMNABTCH,0.2600383126875465
183,0.021593299,93.72232,3'-Phosphoadenosine 5'-Phosphosulfate Metabolic Process (GO:0050427),GO_Biological_Process_2023,0.1843634867656869,Glutathione metabolism,KEGG_2021_Human,0.0030169341970068,DTHHRDY,0.0508532117394366,SMNABTCH,0.0998566746477709
184,0.021481626,93.7438,Apoptosis,MSigDB_Hallmark_2020,0.0001987700945493,Herpes simplex virus 1 infection,KEGG_2021_Human,0.0789501873291249,AGE_mid,0.0539369168751914,SMNABTCH,0.1213929734240023
185,0.021446915,93.765247,NFKB1 mouse,TRRUST_Transcription_Factors_2019,0.18933535788871,Estrogen Response Early,MSigDB_Hallmark_2020,0.0002104928836322,SMRDLGTH,0.0412106241794588,SMNABTCH,0.1687343969111016
186,0.021316677,93.78656,Negative Regulation Of Lens Fiber Cell Differentiation (GO:1902747),GO_Biological_Process_2023,0.0090663106038906,Glutathione Conjugation R-HSA-156590,Reactome_2022,0.012484907004221,AGE_mid,0.0586335840293772,SMNABTCH,0.140927683750589
187,0.021227206000000002,93.807787,Smooth Muscle Contraction R-HSA-445355,Reactome_2022,0.0289775410639559,NR1H3 mouse,TRRUST_Transcription_Factors_2019,0.0025025878508013,DTHHRDY,0.0513988730323892,SMNABTCH,0.1945924263066506
188,0.021147322,93.828934,Type I diabetes mellitus,KEGG_2021_Human,0.0122364558553132,Xenobiotic Catabolic Process (GO:0042178),GO_Biological_Process_2023,0.0370798135652637,AGE_mid,0.0655558110331456,SMNABTCH,0.2196340001921035
189,0.021069632,93.85000500000001,KRAS Signaling Up,MSigDB_Hallmark_2020,0.0326919463652107,NR0B2 human,TRRUST_Transcription_Factors_2019,0.1644556677969304,SMRIN,0.0533481585143215,SMNABTCH,0.1657272167008534
190,0.020940305,93.870944,Nectin/Necl Trans Heterodimerization R-HSA-420597,Reactome_2022,0.0127197528429247,Angiogenesis,MSigDB_Hallmark_2020,0.1875878110305204,AGE_mid,0.0594000948311892,SMNABTCH,0.1106280169073347
191,0.020896428,93.89184,Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933,Reactome_2022,0.1031184598588985,ELF1 human,TRRUST_Transcription_Factors_2019,0.1649481460913578,SMTSISCH,0.0166081803030189,SMNABTCH,0.2802429610366421
192,0.020870788,93.912715,IL-2/STAT5 Signaling,MSigDB_Hallmark_2020,0.0352674640806338,Herpes simplex virus 1 infection,KEGG_2021_Human,0.0017092402695483,SMRDLGTH,0.0697089761422395,SMNABTCH,0.1795290724792655
193,0.020696419,93.93341,Iron Coordination Entity Transport (GO:1901678),GO_Biological_Process_2023,0.0102596046261349,TNF-alpha Signaling via NF-kB,MSigDB_Hallmark_2020,0.0345600575860799,DTHHRDY,0.0436540826436332,SMNABTCH,0.195672440882049
194,0.020682304,93.95409000000001,Glutathione metabolism,KEGG_2021_Human,0.2823957628527045,Carboxyterminal Post-Translational Modifications Of Tubulin R-HSA-8955332,Reactome_2022,0.0293115429740862,DTHHRDY,0.0581823382881861,SMNABTCH,0.2057491597627185
195,0.020636602,93.97473,Epithelial Mesenchymal Transition,MSigDB_Hallmark_2020,0.1301568128691953,NADH Metabolic Process (GO:0006734),GO_Biological_Process_2023,0.0388621922385147,AGE_mid,0.0934139092899363,SMNABTCH,0.1261472847527567
196,0.02046608,93.995196,Xenobiotic Catabolic Process (GO:0042178),GO_Biological_Process_2023,0.3710921292014776,HIVEP2 human,TRRUST_Transcription_Factors_2019,0.0019076827838154,AGE_mid,0.0750267912333418,SMNABTCH,0.1662329969523991
197,0.020389126,94.015586,Cholesterol Homeostasis,MSigDB_Hallmark_2020,0.0315382997913957,FOXF2 human,TRRUST_Transcription_Factors_2019,0.0034555364412703,SMRDLGTH,0.0474711904247263,SMNABTCH,0.1292778608186796
198,0.020249410000000002,94.035834,IL-2/STAT5 Signaling,MSigDB_Hallmark_2020,0.2633978432911577,Collagen Degradation R-HSA-1442490,Reactome_2022,4.4539723486650975e-05,SMRDLGTH,0.0359924986896215,SMNABTCH,0.1227792370737768
199,0.020133799,94.05597,BCL3 mouse,TRRUST_Transcription_Factors_2019,0.0549636505893262,Xenobiotic Catabolic Process (GO:0042178),GO_Biological_Process_2023,0.0375144732373543,SMRIN,0.0354277375348088,SMNABTCH,0.1598218934760623
200,0.020062817,94.07603,Serine Biosynthesis R-HSA-977347,Reactome_2022,0.0275764894981907,Negative Regulation Of Platelet Activation (GO:0010544),GO_Biological_Process_2023,0.0158071518936457,SMRDLGTH,0.0598736693388492,SMNABTCH,0.1970858615884436
201,0.020048031,94.09608,GATA6 mouse,TRRUST_Transcription_Factors_2019,0.0570145330740026,Bacterial invasion of epithelial cells,KEGG_2021_Human,0.2045362271552614,SMRDLGTH,0.0393183079922397,SMNABTCH,0.2124428771043803
202,0.019970261,94.11605,Intestinal immune network for IgA production,KEGG_2021_Human,0.0210182150585861,Regulation Of Cellular Component Organization (GO:0051128),GO_Biological_Process_2023,0.0234499664540125,AGE_mid,0.0284246230133495,SMNABTCH,0.1962383989832124
203,0.019883804,94.13593399999999,GFI1B mouse,TRRUST_Transcription_Factors_2019,0.2727652658126497,Acylglycerol Catabolic Process (GO:0046464),GO_Biological_Process_2023,0.1036558376781154,AGE_mid,0.0519626493372142,SMNABTCH,0.1738538391851183
204,0.019772297,94.155705,LMX1B human,TRRUST_Transcription_Factors_2019,0.0915749593777699,Bile Acid Metabolism,MSigDB_Hallmark_2020,0.1991181668195976,SMRDLGTH,0.0264425307086201,SMNABTCH,0.108905921645303
205,0.019731512,94.175434,Glycolysis,MSigDB_Hallmark_2020,0.0382962800278183,MEIS2 mouse,TRRUST_Transcription_Factors_2019,0.1962320558095071,SMRDLGTH,0.0428046615054565,SMNABTCH,0.2207509162792356
206,0.019644378,94.19508,USF2 mouse,TRRUST_Transcription_Factors_2019,0.3026743972575547,Vascular smooth muscle contraction,KEGG_2021_Human,0.3780736943275669,SMTSISCH,0.0200707770633455,SMNABTCH,0.1827279768436321
207,0.019530935,94.21461,RUNX3 human,TRRUST_Transcription_Factors_2019,0.0214737304762873,Herpes simplex virus 1 infection,KEGG_2021_Human,0.0004757958738336,SMTSISCH,0.0424186906007549,SMNABTCH,0.163454892977759
208,0.019427546,94.23404,Serine Family Amino Acid Catabolic Process (GO:0009071),GO_Biological_Process_2023,0.0431793746235629,Metallothioneins Bind Metals R-HSA-5661231,Reactome_2022,0.0690944264649112,SMRDLGTH,0.0257871945047014,SMNABTCH,0.1521599467173857
209,0.0193648,94.2534,Fluid shear stress and atherosclerosis,KEGG_2021_Human,0.0974687946890831,SRF mouse,TRRUST_Transcription_Factors_2019,0.0828564627514724,AGE_mid,0.0634369465388715,SMNABTCH,0.1609336529376575
210,0.019285177,94.27269,Positive Regulation Of Cholesterol Efflux (GO:0010875),GO_Biological_Process_2023,0.0690316600621225,Metallothioneins Bind Metals R-HSA-5661231,Reactome_2022,1.5190522291371534e-05,AGE_mid,0.0319664053819067,SMNABTCH,0.1310630847152809
